report,site_name_verdict,site_name_gold,site_name_workflow,pottery_verdict,pottery_gold,pottery_workflow,typology_verdict,typology_gold,typology_workflow,start_date_verdict,start_date_gold,start_date_workflow,end_date_verdict,end_date_gold,end_date_workflow
new_rep_1,overclaim,,,overclaim,,Beaker,overclaim,,,overclaim,,,overclaim,,
new_rep_1,overclaim,,,overclaim,,amforen,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Grinding bowl,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,amfoor,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Grinding bowl,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Grinding bowl,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,101,overclaim,,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/89-0-0/8128,exact,Dragendorff 29,Dragendorff 29,exact,15,15,exact,100,100
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,304-1/20-5-8,exact,Dragendorff 29,Dragendorff 29,exact,15,15,exact,100,100
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,399-2/1953-2.8,exact,Dragendorff 29,Dragendorff 29,exact,15,15,exact,100,100
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/1895-12.43/13072,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/13-3-15/1588,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/13-3-9/1571,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/95-1-18/10762,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/0-0-0/12972,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/27-4-7/5351,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,302-6/100-1-6,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/68-2-6/6276,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/1953-2.5/11413,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,413-2/94-4-3/10549,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,744-10/100-2-3/8440,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated beaker,--/96-2-1/8224,exact,Dragendorff 30,Dragendorff 30,exact,20,20,exact,200,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/16-2-34/2381,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/1895-12.42/14465,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,744-9/100-1-10,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/0-0-0/10406,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/15-0-0/2098,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,334-2/107-3-62 + 737-11/68-4-25,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/16-0-0/2706 + 16-3-5/2395,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/18-1-2/2773,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,413-6/94-4-1/10531,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/1895-12.46/13074,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,319-8/110-2-1,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/1895-12.45/13069,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/16-3-7/2427+2428,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/27-3-17/5260,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,16-3-7/2427+2428,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/95-1-18+95-1-60,exact,Dragendorff 37,Dragendorff 37,incorrect,70,120,incorrect,300,190
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/27-2-24,exact,Dragendorff 37,Dragendorff 37,incorrect,70,120,incorrect,300,190
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,757-17/104-3-5,exact,Dragendorff 37,Dragendorff 37,incorrect,70,165,incorrect,300,210
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,--/95-1-19/10813,exact,Dragendorff 37,Dragendorff 37,incorrect,70,50,incorrect,300,85
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,--/1953-2.5/13052,exact,Dragendorff 18,Dragendorff 18,exact,40,40,exact,120,120
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata cup,--/21-3-5/3776,exact,Dragendorff 27,Dragendorff 27,exact,15,15,exact,200,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,--/1932-11.3/13043,exact,Dragendorff 18r,Dragendorff 18R,exact,70,70,exact,180,180
new_rep_2,incorrect,Voerendaal-Ten Hove,,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,--/0-0-0/10402,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,exact,Terra sigillata cup,Terra sigillata cup,exact,Dragendorff 27,Dragendorff 27,exact,15,15,exact,200,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,--/1932-11.3/13042,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,812-2/27-3-7/5184,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,69-2-8/7253,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 31,Dragendorff 31,exact,100,100,exact,260,260
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,--/96-2-1/11698,exact,Dragendorff 18/31,Dragendorff 18/31,incorrect,70,110,incorrect,200,145
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,730-2/27-5-1,exact,Dragendorff 18/31,Dragendorff 18/31,incorrect,70,110,incorrect,200,145
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,27-2-27/5067,exact,Dragendorff 18,Dragendorff 18,exact,40,40,exact,120,120
new_rep_2,incorrect,Voerendaal-Ten Hove,,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 31,Dragendorff 31,exact,100,100,exact,260,260
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata plate,1932-11.3/13064,exact,Dragendorff 32,Dragendorff 32,exact,150,150,exact,300,300
new_rep_2,incorrect,Voerendaal-Ten Hove,,exact,Terra sigillata,Terra sigillata,incorrect,Dragendorff 27g,,incorrect,60,50,incorrect,90,85
new_rep_2,incorrect,Voerendaal-Ten Hove,,exact,Terra sigillata cup,Terra sigillata cup,incorrect,,Dragendorff 27,incorrect,85,15,incorrect,100,200
new_rep_2,incorrect,Voerendaal-Ten Hove,,exact,Terra sigillata,Terra sigillata,incorrect,Dragendorff 27g,,incorrect,60,80,incorrect,90,105
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata decorated bowl,Terra sigillata plate,incorrect,Dragendorff 37,Dragendorff 31,incorrect,70,100,incorrect,300,260
new_rep_2,incorrect,Voerendaal-Ten Hove,,acceptable,Terra sigillata dish,Terra sigillata,exact,,,acceptable,65,80,acceptable,85,105
new_rep_2,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,120,overclaim,,190
new_rep_2,overclaim,,,overclaim,,Probably ware,overclaim,,,overclaim,,120,overclaim,,190
new_rep_2,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,165,overclaim,,210
new_rep_2,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,110,overclaim,,145
new_rep_2,overclaim,,,overclaim,,Terra sigillata cup,overclaim,,Dragendorff 27,overclaim,,125,overclaim,,160
new_rep_2,overclaim,,,overclaim,,Terra sigillata plate,overclaim,,Dragendorff 18/31,overclaim,,125,overclaim,,160
new_rep_2,overclaim,,,overclaim,,317-16/13-3-38,overclaim,,Dragendorff 31,overclaim,,100,overclaim,,260
new_rep_2,overclaim,,,overclaim,,21-3-5/3776,overclaim,,Dragendorff 27,overclaim,,15,overclaim,,200
new_rep_2,overclaim,,,overclaim,,East gaulish terra sigillata plate,overclaim,,Lud. Sb,overclaim,,120,overclaim,,260
new_rep_2,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,160,overclaim,,270
new_rep_3,incorrect,Mook-Plasmolen,,exact,Terra sigillata,Terra sigillata,exact,,,exact,101,101,exact,200,200
new_rep_3,incorrect,Mook-Plasmolen,,exact,Amphorae,Amphorae,exact,,,exact,1,1,exact,100,100
new_rep_3,incorrect,Mook-Plasmolen,,exact,Dolia,Dolia,exact,,,incorrect,,101,incorrect,,200
new_rep_3,incorrect,Mook-Plasmolen,,exact,mortaria,Mortaria,exact,,,incorrect,,101,incorrect,,200
new_rep_3,incorrect,Mook-Plasmolen,,exact,jugs,jugs,exact,,,incorrect,,101,incorrect,,200
new_rep_3,incorrect,Mook-Plasmolen,,acceptable,Painted cup,Painted cups,exact,,,exact,101,101,exact,300,300
new_rep_4,incorrect,Stein,,exact,Argonnian terra sigillata bowl,Argonnian terra sigillata bowl,exact,Chenet 320,Chenet 320,exact,300,300,exact,420,420
new_rep_4,incorrect,Stein,,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_4,incorrect,Stein,,exact,Terra sigillata cup,Terra sigillata cup,exact,Dragendorff 33,Dragendorff 33,exact,40,40,exact,300,300
new_rep_4,incorrect,Stein,,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_4,incorrect,Stein,,exact,Terra sigillata mortarium,Terra sigillata mortarium,exact,Dragendorff 45,Dragendorff 45,exact,150,150,incorrect,400,260
new_rep_4,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,117,overclaim,,138
new_rep_4,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,117,overclaim,,138
new_rep_4,overclaim,,,overclaim,,Mortaria,overclaim,,,overclaim,,117,overclaim,,138
new_rep_5,incorrect,Margraten,,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
new_rep_5,incorrect,Margraten,,exact,Pottery,Pottery,exact,,,exact,-12,-12,incorrect,1200,1250
new_rep_5,incorrect,Margraten,,exact,Pottery,Pottery,exact,,,exact,-12,-12,incorrect,1200,1250
new_rep_5,incorrect,Margraten,,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
new_rep_5,incorrect,Margraten,,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
new_rep_5,incorrect,Margraten,,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
new_rep_5,incorrect,Margraten,,exact,Pottery,Pottery,exact,,,exact,-12,-12,incorrect,1200,1250
new_rep_5,incorrect,Margraten,,acceptable,Painted ware,geverfd aardewerk,exact,,,exact,-12,-12,incorrect,450,1250
new_rep_5,overclaim,,,overclaim,,Bowl,overclaim,,,overclaim,,,overclaim,,
new_rep_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-15,overclaim,,270
new_rep_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-800,overclaim,,-12
new_rep_5,overclaim,,,overclaim,,Pingsdorf ware,overclaim,,,overclaim,,-12,overclaim,,1250
new_rep_5,overclaim,,,overclaim,,Andenne ware,overclaim,,,overclaim,,-12,overclaim,,1250
new_rep_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-12,overclaim,,450
new_rep_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-12,overclaim,,450
new_rep_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-12,overclaim,,450
new_rep_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-5300,overclaim,,-12
new_rep_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-5300,overclaim,,-12
