site_id,site_name,site_toponym,site_x_coordinate,site_y_coordinate,report_id,report_site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text
12019,Bemelen,Bemelerweg,180500,317600,12706,Heerlen,179,Smooth-walled ware,,gladwandig,Smooth-walled ware,1,0,300,claude_text,present,9,Explicitly named 'gladwandig' in the finds table.,10,Listed as a catalogued find in the vondstenlijst.,8,date read from the passage,9,"HEVA5|36|1|4|98||gladwandig|oxiderend||beige|||||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,Heerlen,179,Terra sigillata plate,Dragendorff 18/31,terra sigillata,Terra sigillata plate,1,70,200,claude+typology,present,10,Explicitly named 'terra sigillata' with typology Dragendorff 18/31.,10,Listed as a catalogued find in the vondstenlijst.,10,dated from typology code (only as certain as the identification),10,"HEVA5|40|1|5|156||terra sigillata|mid/oost-gallisch|||||bord|Dragendorff 18/31|0|0|1|0|1|1|0|0,0||100|200"
12019,Bemelen,Bemelerweg,180500,317600,12706,Heerlen,179,Mortarium,Brunsting 37,wrijfschaal,Mortarium,1,70,200,claude+typology,present,9,Explicitly named 'wrijfschaal' with typology Brunsting 37.,10,Listed as a catalogued find in the vondstenlijst.,9,dated from typology code (only as certain as the identification),9,"HEVA5|41|1|5|158||wrijfschaal|oxiderend maas-lands/rijnlands|heerlen? rode kwarts|vuilwit|||wrijfschaal|Brunsting 37|1|1|0|0|2|1|1|35,0|_9_|150|275"
12019,Bemelen,Bemelerweg,180500,317600,12706,Heerlen,180,Mortarium,Brunsting 37,wrijfschaal,Mortarium,1,70,200,claude+typology,present,9,Explicitly named 'wrijfschaal' with typology Brunsting 37.,10,Listed as a catalogued find in the vondstenlijst.,9,dated from typology code (only as certain as the identification),9,"HEVA5|42|1|5|159||wrijfschaal|oxiderend maas-lands/rijnlands|heerlen? subafger. kwarts|vuilwit|geel|vuilwit|wrijfschaal|Brunsting 37|1|0|0|0|1|1|1|36,0|_8_|150|275|baksel en vooral kleur als V1_2; grote schenktuit"
12019,Bemelen,Bemelerweg,180500,317600,12706,Heerlen,180,Jug,,kruik,Jug,1,0,300,claude_text,present,9,Explicitly named 'kruik' (jug) in the finds table.,10,Listed as a catalogued find in the vondstenlijst.,8,date read from the passage,9,"HEVA5|42|2|5|159||gladwandig|oxiderend||geel|||kruik||0|2|0|0|2|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,Heerlen,180,Coarse ware cooking pot,Oelmann 89,ruwwandig,Coarse ware cooking pot,1,150,300,claude+typology,present,9,Explicitly named 'ruwwandig' pot with typology Oelmann 89.,10,Listed as a catalogued find in the vondstenlijst.,9,dated from typology code (only as certain as the identification),9,"HEVA5|43|1|5|163||ruwwandig|oxiderend||vuilwit|||pot|Oelmann 89|1|0|0|0|1|1|1|18,0|_6_|150|275"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Smooth-walled oxidized ware pot,,gladwandig oxiderend pot,Smooth-walled oxidized ware pot,1,0,300,claude_text,present,9,Explicitly named as gladwandig oxiderend pot in the catalogue table.,10,Catalogued find with find number HEVA5-100-21.,8,date read from the passage,9,"HEVA5|100|21|5|244|weg|gladwandig|oxiderend|arcering|witgeel|||pot||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Terra sigillata decorated bowl,Dragendorff 29,terra sigillata kom Dragendorff 29,Terra sigillata decorated bowl,1,15,100,claude+typology,present,10,Explicitly identified as terra sigillata Dragendorff 29 from La Graufesenque.,10,Catalogued find with find number HEVA5-100-22.,10,dated from typology code (only as certain as the identification),10,HEVA5|100|22|5|244|weg|terra sigillata|zuid-gallisch|la graufensenque||||kom|Dragendorff 29
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Smooth-walled oxidized ware jug,,gladwandig oxiderend kruik,Smooth-walled oxidized ware jug,1,0,300,claude_text,present,9,Explicitly named as gladwandig oxiderend kruik.,10,Catalogued find with find number HEVA5-100-23.,8,date read from the passage,9,"HEVA5|100|23|5|244|weg|gladwandig|oxiderend||grijswit|||kruik||0|7|3|0|10|8|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Fine reduced coarse ware,,ruwwandig reducerend fijn,Fine reduced coarse ware,1,0,150,claude_text,present,8,Identified as fine reduced coarse ware with fine mica.,10,Catalogued find with find number HEVA5-101-1.,8,date read from the passage,9,"HEVA5|101|1|5|238||ruwwandig|reducerend fijn|gladwandig, fijne mica|donkergrijs|grijs|donkergrijs|||0|5|0|0|5|1|0|0,0||0|150"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Smooth-walled oxidized ware pot,,gladwandig oxiderend pot,Smooth-walled oxidized ware pot,1,0,300,claude_text,present,9,Explicitly named as gladwandig oxiderend pot.,10,Catalogued find with find number HEVA5-109-1.,8,date read from the passage,9,"HEVA5|109|1|5|245|weg|gladwandig|oxiderend|||||pot||0|0|1|0|1|1|0|0,0||0|300|verbrand (sec)"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Smooth-walled oxidized ware,,gladwandig oxiderend,Smooth-walled oxidized ware,1,0,300,claude_text,present,8,"Identified as gladwandig oxiderend ware, no specific form given.",10,Catalogued find with find number HEVA5-109-2.,8,date read from the passage,9,"HEVA5|109|2|5|245|weg|gladwandig|oxiderend||witgeel|||||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Terra nigra pot,Holwerda BW 27,terra nigra pot Holwerda BW 27,Terra nigra pot,1,50,150,claude_text,present,10,Explicitly identified as terra nigra Holwerda BW 27.,10,Catalogued find with find number HEVA5-109-3.,8,date read from the passage,9,HEVA5|109|3|5|245|weg|terra nigra|TN (zonder deklaag)|geen mica|zwart|grijs|zwart|pot|Holwerda BW 27
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Terra sigillata dish,,terra sigillata bakje,Terra sigillata dish,1,0,100,claude_text,present,9,Identified as South Gaulish terra sigillata dish (bakje).,10,Catalogued find with find number HEVA5-109-4.,8,date read from the passage,9,"HEVA5|109|4|5|245|weg|terra sigillata|zuid-gallisch|||||bakje||0|0|1|0|1|1|0|0,0||0|100"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Mortarium,Stuart 149,wrijfschaal Stuart 149,Mortarium,1,40,260,claude+typology,present,10,Explicitly identified as wrijfschaal Stuart 149.,10,Catalogued find with find number HEVA5-109-5.,10,dated from typology code (only as certain as the identification),10,HEVA5|109|5|5|245|weg|wrijfschaal|oxiderend maas-lands/rijnlands|||||wrijfschaal|Stuart 149
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Beaker,,geverfd brun-tech b beker,Beaker,1,80,225,claude_text,present,9,Explicitly named as geverfd brun-tech b beker.,10,Catalogued find with find number HEVA5-109-6.,8,date read from the passage,9,"HEVA5|109|6|5|245|weg|geverfd|brun-tech b|heerlen?, zandbestr.|bruin|wit|roodbruin|beker||0|1|0|0|1|1|0|0,0||80|225"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Coarse ware pot,,ruwwandig reducerend pot,Coarse ware pot,1,0,300,claude_text,present,9,Explicitly named as ruwwandig reducerend pot.,10,Catalogued find with find number HEVA5-109-7.,8,date read from the passage,9,"HEVA5|109|7|5|245|weg|ruwwandig|reducerend|grof|donkergrijs|lichtgrijs|grijs|pot||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Fine reduced coarse ware pot,,ruwwandig reducerend fijn pot,Fine reduced coarse ware pot,1,0,150,claude_text,present,9,Explicitly named as ruwwandig reducerend fijn pot.,10,Catalogued find with find number HEVA5-109-8.,8,date read from the passage,9,"HEVA5|109|8|5|245|weg|ruwwandig|reducerend fijn|gladwandig, fijn|grijs|||pot||0|0|1|0|1|1|0|0,0||0|150|verbrand (sec)"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Beaker,,geverfd brun-tech a/b beker,Beaker,1,50,200,claude_text,present,9,Explicitly named as geverfd brun-tech a/b beker.,10,Catalogued find with find number HEVA5-111-1.,8,date read from the passage,9,"HEVA5|111|1|5|245|weg|geverfd|brun-tech a/b|heerlen?, zandbestr.|oranjebruin|wit|oranjebruin|beker||0|1|0|0|1|1|0|0,0||50|200"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Beaker,,geverfd brun-tech a beker,Beaker,1,50,150,claude_text,present,9,Explicitly named as geverfd brun-tech a beker.,10,Catalogued find with find number HEVA5-111-2.,8,date read from the passage,9,"HEVA5|111|2|5|245|weg|geverfd|brun-tech a|arcering|oranje|wit|roodoranje|beker||0|1|0|0|1|1|0|0,0||50|150|verbrand (sec)"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Beaker,,geverfd brun-tech a beker,Beaker,1,50,150,claude_text,present,9,Explicitly named as geverfd brun-tech a beker.,10,Catalogued find with find number HEVA5-111-3.,8,date read from the passage,9,"HEVA5|111|3|5|245|weg|geverfd|brun-tech a||oranje|wit|oranje|beker||0|1|0|0|1|1|0|0,0||50|150"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Oxidized coarse ware,,ruwwandig oxiderend,Oxidized coarse ware,1,0,300,claude_text,present,8,"Identified as ruwwandig oxiderend, no specific form given.",10,Catalogued find with find number HEVA5-111-4.,8,date read from the passage,9,"HEVA5|111|4|5|245|weg|ruwwandig|oxiderend||geel|||||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Beaker,,geverfd brun-tech a beker,Beaker,1,50,150,claude_text,present,9,Explicitly named as geverfd brun-tech a beker.,10,Catalogued find with find number HEVA5-111-5.,8,date read from the passage,9,"HEVA5|111|5|5|245|weg|geverfd|brun-tech a|heerlen? zandbestr.|oranje|wit|oranje|beker||0|1|0|0|1|1|0|0,0||50|150"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Beaker,,geverfd brun-tech a/b beker,Beaker,1,50,200,claude_text,present,9,Explicitly named as geverfd brun-tech a/b beker.,10,Catalogued find with find number HEVA5-111-6.,8,date read from the passage,9,"HEVA5|111|6|5|245|weg|geverfd|brun-tech a/b|heerlen?|bruin|wit|oranjebruin|beker||0|2|0|0|2|1|0|0,0||50|200"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Smooth-walled oxidized ware jug,,gladwandig oxiderend kruik,Smooth-walled oxidized ware jug,1,0,300,claude_text,present,9,Explicitly named as gladwandig oxiderend kruik.,10,Catalogued find with find number HEVA5-111-7.,8,date read from the passage,9,"HEVA5|111|7|5|245|weg|gladwandig|oxiderend||witgeel|||kruik||0|15|0|0|15|10|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Reduced coarse ware pot,,ruwwandig reducerend pot,Reduced coarse ware pot,1,0,300,claude_text,present,9,Explicitly named as ruwwandig reducerend pot.,10,Catalogued find with find number HEVA5-111-8.,8,date read from the passage,9,"HEVA5|111|8|5|245|weg|ruwwandig|reducerend||donkergrijs|grijs|donkergrijs|pot||0|4|0|0|4|3|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Smooth-walled oxidized ware jug,,gladwandig oxiderend kruik,Smooth-walled oxidized ware jug,1,0,300,claude_text,present,9,Explicitly named as gladwandig oxiderend kruik.,10,Catalogued find with find number HEVA5-111-9.,8,date read from the passage,9,"HEVA5|111|9|5|245|weg|gladwandig|oxiderend||witgeel|||kruik||0|1|3|0|4|4|0|0,0||0|300|halsaanzet"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Terra nigra,,terra nigra TN (zonder deklaag),Terra nigra,1,0,150,claude_text,present,9,"Identified as terra nigra without slip, no specific form.",10,Catalogued find with find number HEVA5-111-10.,8,date read from the passage,9,"HEVA5|111|10|5|245|weg|terra nigra|TN (zonder deklaag)|gladwandig, fijn|donkergrijs|lichtgrijs|donkergrijs|||0|1|0|0|1|1|0|0,0||0|150"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Terra nigra pot,Holwerda BW 27,terra nigra pot Holwerda BW 27,Terra nigra pot,1,50,150,claude_text,present,10,Explicitly identified as terra nigra Holwerda BW 27.,10,Catalogued find with find number HEVA5-111-11.,8,date read from the passage,9,"HEVA5|111|11|5|245|weg|terra nigra|TN (zonder deklaag)|fijn, mica|zwart|lichtgrijs|zwart|pot|Holwerda BW 27"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Terra nigra,,terra nigra TN (zonder deklaag),Terra nigra,1,0,150,claude_text,present,9,"Identified as terra nigra without slip, no specific form.",10,Catalogued find with find number HEVA5-111-12.,8,date read from the passage,9,"HEVA5|111|12|5|245|weg|terra nigra|TN (zonder deklaag)|fijn, mica|donkergrijs|lichtgrijs|donkergrijs|||0|6|0|0|6|3|0|0,0||0|150"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Smooth-walled oxidized ware beaker,,gladwandig oxiderend beker,Smooth-walled oxidized ware beaker,1,50,150,claude_text,present,9,Explicitly named as gladwandig oxiderend beker.,10,Catalogued find with find number HEVA5-111-13.,8,date read from the passage,9,"HEVA5|111|13|5|245|weg|gladwandig|oxiderend|arcering|wit|||beker||0|1|0|0|1|1|0|0,0||50|150"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Dolium,,dolium (hand),Dolium,1,0,300,claude_text,present,9,Explicitly named as dolium (hand).,10,Catalogued find with find number HEVA5-111-14.,8,date read from the passage,9,"HEVA5|111|14|5|245|weg|dolium|oxiderend potgruis|||||dolium (hand)||0|4|0|0|4|4|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Smooth-walled oxidized ware jug,,gladwandig oxiderend kruik,Smooth-walled oxidized ware jug,1,0,300,claude_text,present,9,Explicitly named as gladwandig oxiderend kruik.,10,Catalogued find with find number HEVA5-111-15.,8,date read from the passage,9,"HEVA5|111|15|5|245|weg|gladwandig|oxiderend||beige|||kruik||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Reduced coarse ware pot,,ruwwandig reducerend pot,Reduced coarse ware pot,1,0,300,claude_text,present,9,Explicitly named as ruwwandig reducerend pot.,10,Catalogued find with find number HEVA5-111-16.,8,date read from the passage,9,"HEVA5|111|16|5|245|weg|ruwwandig|reducerend||grijs|lichtgrijs||pot||0|0|1|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Amphora,,amfoor spaans baetica Dr20 puntamfoor,Amphora,1,0,300,claude_text,present,9,Identified as Spanish Baetican Dressel 20 amphora.,10,Catalogued find with find number HEVA5-111-17.,8,date read from the passage,9,"HEVA5|111|17|5|245|weg|amfoor|spaans|baetica Dr20||||puntamfoor||0|1|0|0|1|1|0|0,0||0|300|verbrand (sec)"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,183,Mortarium,Stuart 149,wrijfschaal Stuart 149,Mortarium,1,40,260,claude+typology,present,10,Explicitly identified as wrijfschaal Stuart 149.,10,Catalogued find with find number HEVA5-111-18.,10,dated from typology code (only as certain as the identification),10,HEVA5|111|18|5|245|weg|wrijfschaal|oxiderend maas-lands/rijnlands|soller of heerlen?|roze|lichtgrijs|roze|wrijfschaal|Stuart 149
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Mortarium,Stuart 149,wrijfschaal Stuart 149,Mortarium,1,40,260,claude+typology,present,10,Explicitly identified as wrijfschaal Stuart 149.,10,Catalogued find with find number HEVA5-111-19.,10,dated from typology code (only as certain as the identification),10,HEVA5|111|19|5|245|weg|wrijfschaal|oxiderend maas-lands/rijnlands||geel|||wrijfschaal|Stuart 149
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Mortarium,Stuart 149,wrijfschaal Stuart 149,Mortarium,1,40,260,claude+typology,present,10,Explicitly identified as wrijfschaal Stuart 149.,10,Catalogued find with find number HEVA5-111-20.,10,dated from typology code (only as certain as the identification),10,"HEVA5|111|20|5|245|weg|wrijfschaal|oxiderend maas-lands/rijnlands|||||wrijfschaal|Stuart 149|1|0|0|0|1|1|1|29,0|_16_|0|300|verbrand (sec)"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Fine reduced coarse ware,,ruwwandig reducerend fijn,Fine reduced coarse ware,1,0,150,claude_text,present,8,"Identified as fine reduced coarse ware, no specific form.",10,Catalogued find with find number HEVA5-121-1.,8,date read from the passage,9,"HEVA5|121|1|5|249||ruwwandig|reducerend fijn|gladwandig|donkergrijs|grijs|donkergrijs|||0|0|0|0|0|0|0|0,0||0|150"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Amphora,,amfoor noord-gallisch middelgrote standamfoor,Amphora,1,0,300,claude_text,present,9,Identified as North Gaulish medium stand amphora.,10,Catalogued find with find number HEVA5-121-2.,8,date read from the passage,9,"HEVA5|121|2|5|249||amfoor|noord-gallisch|witte deklaag|lichtoranje|||middelgrote standamfoor||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Dolium,,dolium (hand),Dolium,1,0,300,claude_text,present,9,Explicitly named as dolium (hand).,10,Catalogued find with find number HEVA5-121-3.,8,date read from the passage,9,"HEVA5|121|3|5|249||dolium|oxiderend potgruis||beige|grijs|beige|dolium (hand)||0|0|1|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Smooth-walled oxidized ware,,gladwandig oxiderend,Smooth-walled oxidized ware,1,0,300,claude_text,present,8,"Identified as gladwandig oxiderend, no specific form.",10,Catalogued find with find number HEVA5-122-1.,8,date read from the passage,9,"HEVA5|122|1|5|256||gladwandig|oxiderend||vuilwit|||||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Amphora,,amfoor spaans,Amphora,1,0,300,claude_text,present,9,Identified as Spanish amphora.,10,Catalogued find with find number HEVA5-128-1.,8,date read from the passage,9,"HEVA5|128|1|5|248||amfoor|spaans|fijn zandig|beige|oranje|beige|||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Dolium,,dolium (hand),Dolium,1,0,300,claude_text,present,9,Explicitly named as dolium (hand).,10,Catalogued find with find number HEVA5-128-2.,8,date read from the passage,9,"HEVA5|128|2|5|248||dolium|oxiderend potgruis||bruin|||dolium (hand)||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Oxidized coarse ware,,ruwwandig oxiderend witte barbotine,Oxidized coarse ware,1,0,300,claude_text,present,8,Identified as oxidized coarse ware with white barbotine.,10,Catalogued find with find number HEVA5-128-3.,8,date read from the passage,9,"HEVA5|128|3|5|248||ruwwandig|oxiderend|witte barbotine|oranjebruin|grijs|oranjebruin|||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Terra sigillata,,terra sigillata mid/oost-gallisch,Terra sigillata,1,100,200,claude_text,present,9,"Identified as Middle/East Gaulish terra sigillata, no specific form.",10,Catalogued find with find number HEVA5-128-4.,8,date read from the passage,9,"HEVA5|128|4|5|248||terra sigillata|mid/oost-gallisch|||||||0|1|0|0|1|1|0|0,0||100|200"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Beaker,,geverfd brun-tech b beker,Beaker,1,80,225,claude_text,present,9,Explicitly named as geverfd brun-tech b beker.,10,Catalogued find with find number HEVA5-128-5.,8,date read from the passage,9,"HEVA5|128|5|5|248||geverfd|brun-tech b|kleibestrooiing|blauwgrijs|lichtgrijs|blauwgrijs|beker||0|2|0|0|2|1|0|0,0||80|225"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Reduced Rhenish coarse ware pot,,ruwwandig reducerend rijnlands pot,Reduced Rhenish coarse ware pot,1,0,150,claude_text,present,9,Identified as Rhenish reduced coarse ware pot.,10,Catalogued find with find number HEVA5-132-1.,8,date read from the passage,9,"HEVA5|132|1|5|237||ruwwandig|reducerend rijnlands|kwarts|donkergrijs|lichtgrijs||pot||0|3|0|0|3|1|0|0,0||0|150"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Smooth-walled oxidized ware,,gladwandig oxiderend,Smooth-walled oxidized ware,1,0,300,claude_text,present,8,"Identified as gladwandig oxiderend, no specific form.",10,Catalogued find with find number HEVA5-133-1.,8,date read from the passage,9,"HEVA5|133|1|5|242||gladwandig|oxiderend||wit|||||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Bronzed ware,,gebronsd noord-gallisch,Bronzed ware,1,0,150,claude_text,present,9,Identified as North Gaulish bronzed ware.,10,Catalogued find with find number HEVA5-133-2.,8,date read from the passage,9,"HEVA5|133|2|5|242||gebronsd|noord-gallisch|dun|oranje|||||0|1|0|0|1|1|0|0,0||0|150"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Mortarium,Stuart 149,wrijfschaal Stuart 149,Mortarium,1,40,260,claude+typology,present,10,Explicitly identified as wrijfschaal Stuart 149.,10,Catalogued find with find number HEVA5-134-1.,10,dated from typology code (only as certain as the identification),10,"HEVA5|134|1|1|1||wrijfschaal|oxiderend maas-lands/rijnlands|hard, fijne kwarts|geel|lichtgrijs|geel|wrijfschaal|Stuart 149"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Mortarium,Brunsting 37,wrijfschaal Brunsting 37,Mortarium,1,70,200,claude+typology,present,10,Explicitly identified as wrijfschaal Brunsting 37.,10,Catalogued find with find number HEVA5-134-2.,10,dated from typology code (only as certain as the identification),10,"HEVA5|134|2|1|1||wrijfschaal|oxiderend maas-lands/rijnlands|hard, fijne kwarts|roze|geel|roze|wrijfschaal|Brunsting 37"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Baetican olive oil amphora,Dressel 20,amfoor spaans baetica Dr20 puntamfoor Dressel 20,Baetican olive oil amphora,1,-10,260,claude+typology,present,10,Explicitly identified as Dressel 20 amphora from Baetica.,10,Catalogued find with find number HEVA5-134-3.,10,dated from typology code (only as certain as the identification),10,HEVA5|134|3|1|1||amfoor|spaans|baetica Dr20|beige|||puntamfoor|Dressel 20
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Beaker,,geverfd brun-tech b beker,Beaker,1,80,225,claude_text,present,9,Explicitly named as geverfd brun-tech b beker.,10,Catalogued find with find number HEVA5-134-4.,8,date read from the passage,9,"HEVA5|134|4|1|1||geverfd|brun-tech b|kleibestrooiing|blauwgrijs|wit|blauwgrijs|beker||0|1|0|0|1|1|0|0,0||80|225"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Oxidized coarse ware,,ruwwandig oxiderend,Oxidized coarse ware,1,0,300,claude_text,present,8,"Identified as oxidized coarse ware, no specific form.",10,Catalogued find with find number HEVA5-134-5.,8,date read from the passage,9,"HEVA5|134|5|1|1||ruwwandig|oxiderend|heerlen?|vuilwit|||||0|0|1|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Terra sigillata plate,,terra sigillata bord,Terra sigillata plate,1,0,100,claude_text,present,9,Identified as South Gaulish terra sigillata plate.,10,Catalogued find with find number HEVA5-134-6.,8,date read from the passage,9,"HEVA5|134|6|1|1||terra sigillata|zuid-gallisch|roulettering||||bord||0|1|0|0|1|1|0|0,0||0|100"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Amphora,,amfoor noord-gallisch middelgrote standamfoor,Amphora,1,0,300,claude_text,present,9,Identified as North Gaulish medium stand amphora.,10,Catalogued find with find number HEVA5-134-7.,8,date read from the passage,9,"HEVA5|134|7|1|1||amfoor|noord-gallisch|fijne kwarts, incl. potgruis|vuilwit|roze|lichtroze|middelgrote standamfoor||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Amphora,,indet amfoor?,Amphora,1,0,300,claude_text,present,3,Tentatively identified as amphora with question mark.,9,Catalogued find with find number HEVA5-134-8.,8,date read from the passage,7,"HEVA5|134|8|1|1||indet||amfoor?|bruin|||||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Smooth-walled oxidized ware,,gladwandig oxiderend,Smooth-walled oxidized ware,1,0,300,claude_text,present,8,"Identified as gladwandig oxiderend, no specific form.",10,Catalogued find with find number HEVA5-134-9.,8,date read from the passage,9,"HEVA5|134|9|1|1||gladwandig|oxiderend||lichtgeel||lichtroze|||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,White-firing ware figurine,,gladwandig witbakkend pijpaarde beeldje,White-firing ware figurine,1,0,300,claude_text,present,8,Identified as white-firing pipe clay figurine.,10,Catalogued find with find number HEVA5-134-10.,8,date read from the passage,9,"HEVA5|134|10|1|1||gladwandig|witbakkend|pijpaarde||||divers||0|1|0|0|1|1|0|0,0||0|300|beeldje"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Smooth-walled oxidized ware,,gladwandig oxiderend,Smooth-walled oxidized ware,1,0,300,claude_text,present,8,"Identified as gladwandig oxiderend, no specific form.",10,Catalogued find with find number HEVA5-134-11.,8,date read from the passage,9,"HEVA5|134|11|1|1||gladwandig|oxiderend|hard, fijn ruw (kwarts)|witgeel|||||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Smooth-walled oxidized ware,,gladwandig oxiderend,Smooth-walled oxidized ware,1,0,300,claude_text,present,8,"Identified as gladwandig oxiderend, no specific form.",10,Catalogued find with find number HEVA5-135-1.,8,date read from the passage,9,"HEVA5|135|1|5|256||gladwandig|oxiderend||oranje|||||0|1|0|0|1|1|0|0,0||0|300"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Fine reduced coarse ware bowl,,ruwwandig reducerend fijn kom,Fine reduced coarse ware bowl,1,0,150,claude_text,present,4,Tentatively identified as Stuart 210 with question mark in remarks.,10,Catalogued find with find number HEVA5-135-2.,8,date read from the passage,7,"HEVA5|135|2|5|256||ruwwandig|reducerend fijn|gladwandig, weing mica|donkergrijs|grijs|donkergrijs|kom||0|1|0|0|1|1|0|0,0||0|150|Stuart 210? met kervingen op de uitstaande rand"
12019,Bemelen,Bemelerweg,180500,317600,12706,HEVA5,184,Amphora,,amfoor zuid-frans marseille?,Amphora,1,0,300,claude_text,present,8,"Identified as South French amphora, possibly from Marseille.",10,Catalogued find with find number HEVA5-135-3.,8,date read from the passage,9,"HEVA5|135|3|5|256||amfoor|zuid-frans|marseille?|beige|||||0|1|0|0|1|1|0|0,0||0|300"
