site_id,site_name,toponym,site_literature_ids,literature_link_level,find_id,original_id,ceramic_category,ceramic_type_original,typology,material_original,start_period_original,end_period_original,start_date,end_date,date_span_years,record_weight,original_count,original_count_known,date_type,source,x_coordinate_rd,y_coordinate_rd,comments,original_comments,type_url,material_url,selection_scenario
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63084,690672,Pottery vessel or vessel ware,ruwwandige kom - Stuart 210/Brunsting 5,Stuart 210; Brunsting 5,keramiek,ROMM,ROMM,-11,400,411,1,1,True,Type,Archis3,180500,317640,,,https://data.cultureelerfgoed.nl/term/id/abr/fc3d201a-20f7-4eef-ab24-204023d92c51,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63078,690666,Pottery vessel or vessel ware,"Terra sigillata bord - Dragendorff 18/31, Midden-Oostgallisch",Dragendorff 18/31,keramiek,ROMMA,ROMMA,30,300,270,1,1,True,Type,Archis3,180500,317640,,met stempel deels onleesbaar,https://data.cultureelerfgoed.nl/term/id/abr/f56ed54d-e9ac-4076-b107-a13c43bd99ad,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63079,690667,Pottery vessel or vessel ware,"wrijfschaal, dikwandig aardew. - Stuart 149/Brunsting 36:horizontale rand",Stuart 149; Brunsting 36,keramiek,ROMVB,ROML,40,260,220,1,9,True,Type,Archis3,180500,317640,,randen van 9 verschillende voorwerpen,https://data.cultureelerfgoed.nl/term/id/abr/eccb2c45-69c4-44d5-8787-f2a87bef8ee3,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63082,690670,Pottery vessel or vessel ware,"amfoor, dikwandig aardewerk - Dressel 20",Dressel 20,keramiek,ROMV,ROMLA,40,260,220,1,3,True,Type,Archis3,180500,317640,,2w.1r. fr.St.138,https://data.cultureelerfgoed.nl/term/id/abr/2b22d245-05f0-4bbe-b0c4-153e5bb11797,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63064,810741,Pottery vessel or vessel ware,Terra sigillata kom - Dragendorff 37,Dragendorff 37,keramiek,ROMM,ROMM,60,300,240,1,1,True,Type,Archis3,180269,317676,,Geen eierlijst -> is weggeveegd voor bakken. Ook een fragment DRAG37.,https://data.cultureelerfgoed.nl/term/id/abr/b1b37df0-7b69-4f69-8763-75aeb778ff29,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63055,659430,Pottery vessel or vessel ware,dolium,,keramiek,ROMM,ROMM,70,270,200,1,,False,ABR,Archis3,180500,317600,,,https://data.cultureelerfgoed.nl/term/id/abr/0f542315-8ba5-4eb6-a93c-bdbfd378848f,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63057,810731,Roofing ceramic,dakpan,,keramiek,ROMM,ROMM,70,270,200,1,,False,ABR,Archis3,180269,317676,,,https://data.cultureelerfgoed.nl/term/id/abr/6f3f7beb-8f7e-46f6-953a-b59498922aa6,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63063,810740,Pottery vessel or vessel ware,gladwandig aardewerk:onbepaald,,keramiek,ROMM,ROMM,70,270,200,1,,False,ABR,Archis3,180269,317676,,,https://data.cultureelerfgoed.nl/term/id/abr/2a0729f1-99cd-466b-94a3-eda91ffb8a8e,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63067,812662,Pottery vessel or vessel ware,dolium,,keramiek,ROMM,ROMM,70,270,200,1,,False,ABR,Archis3,180269,317676,,Talrijke fragmenten van dolia ...,https://data.cultureelerfgoed.nl/term/id/abr/0f542315-8ba5-4eb6-a93c-bdbfd378848f,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63068,812663,Pottery vessel or vessel ware,ruwwandig aardewerk:onbepaald,,keramiek,ROMM,ROMM,70,270,200,1,,False,ABR,Archis3,180269,317676,,... ruwwandige waar en gladwandig aardewerk ...,https://data.cultureelerfgoed.nl/term/id/abr/eadc5a27-a4ae-4009-8694-719526bf9271,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63073,813258,Pottery vessel or vessel ware,geverfd aardewerk:onbepaald,,keramiek,ROMM,ROMM,70,270,200,1,1,True,ABR,Archis3,180269,317676,,"Cylindrische beker, zwartgrijs, type Pirling-594 (Pirling 1997,Typentaf.4)",https://data.cultureelerfgoed.nl/term/id/abr/023eda53-9d0e-4194-b56d-4d5075d12aba,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63086,690674,Pottery vessel or vessel ware,ruwwandige (kook)pot - Niederbieber 89:dekselgeul,Niederbieber 89,keramiek,ROMMA,ROMLA,100,300,200,1,2,True,Type,Archis3,180500,317640,,,https://data.cultureelerfgoed.nl/term/id/abr/541ce2e7-a3aa-4cac-8617-5e433f68a2a9,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63170,823476,Roofing ceramic,dakpan,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,199060,319550,,,https://data.cultureelerfgoed.nl/term/id/abr/6f3f7beb-8f7e-46f6-953a-b59498922aa6,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63171,823477,Pottery vessel or vessel ware,terra sigillata:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,2,True,ABR,Archis3,199060,319550,,,https://data.cultureelerfgoed.nl/term/id/abr/2641545d-0da9-460f-96d5-048dd7a4479d,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63172,1282743,Pottery vessel or vessel ware,aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,199060,319550,,,https://data.cultureelerfgoed.nl/term/id/abr/8289d9d4-bdc5-4c85-91fb-b11262b3c423,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63173,1282744,Pottery vessel or vessel ware,kruik,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,199060,319550,,,https://data.cultureelerfgoed.nl/term/id/abr/460c7e76-363b-4450-9a44-5119e74ff7d3,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63174,1282745,Pottery vessel or vessel ware,ruwwandig Romeins aardewerk:pot,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,199060,319550,,,https://data.cultureelerfgoed.nl/term/id/abr/bca1c66d-b68f-42c4-aeee-efab3c4a6362,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63175,1282746,Pottery vessel or vessel ware,geverfd aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,199060,319550,,,https://data.cultureelerfgoed.nl/term/id/abr/023eda53-9d0e-4194-b56d-4d5075d12aba,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63176,262804,Roofing ceramic,dakpan,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,199120,319300,,,https://data.cultureelerfgoed.nl/term/id/abr/6f3f7beb-8f7e-46f6-953a-b59498922aa6,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63178,262806,Pottery vessel or vessel ware,vaatwerk,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,199120,319300,,,https://data.cultureelerfgoed.nl/term/id/abr/7bcfc891-1148-49e9-b28c-c10c90b444f4,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63182,289613,Pottery vessel or vessel ware,ruwwandig Romeins aardewerk:pot,,keramiek,ROM,ROM,-12,450,462,1,5,True,ABR,Archis3,199040,319400,,Vondst no.1-0-4. 1b en 4w fragm.,https://data.cultureelerfgoed.nl/term/id/abr/bca1c66d-b68f-42c4-aeee-efab3c4a6362,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63184,289615,Pottery vessel or vessel ware,ruwwandig aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,43,True,ABR,Archis3,199040,319400,,w.fragm.,https://data.cultureelerfgoed.nl/term/id/abr/eadc5a27-a4ae-4009-8694-719526bf9271,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63189,289620,Pottery vessel or vessel ware,gladwandig aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,19,True,ABR,Archis3,199040,319400,,w.fragm.,https://data.cultureelerfgoed.nl/term/id/abr/2a0729f1-99cd-466b-94a3-eda91ffb8a8e,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63195,289626,Pottery vessel or vessel ware,gladwandig Romeins aardewerk:kruik,,keramiek,ROM,ROM,-12,450,462,1,1,True,ABR,Archis3,199040,319400,,b.fragm.,https://data.cultureelerfgoed.nl/term/id/abr/8b63dd1c-e7c2-49e0-9863-b1b028197c7a,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63201,263872,Pottery vessel or vessel ware,"aardewerk, gedraaid:onbepaald",,keramiek,ROM,ROM,-12,450,462,1,10,True,ABR,Archis3,199040,319400,,Merendeels compleet. O.a. Niederbieber 33 met tekst VIVAS.,https://data.cultureelerfgoed.nl/term/id/abr/70f62ab2-09fe-47dd-aaf3-7cc456eca8b7,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63209,673508,Pottery vessel or vessel ware,aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,199080,319570,,Div. W fragm. rood en witbakkend,https://data.cultureelerfgoed.nl/term/id/abr/8289d9d4-bdc5-4c85-91fb-b11262b3c423,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63210,673509,Roofing ceramic,dakpan,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,199080,319570,,,https://data.cultureelerfgoed.nl/term/id/abr/6f3f7beb-8f7e-46f6-953a-b59498922aa6,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63211,675662,Pottery vessel or vessel ware,amfoor aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,1,True,ABR,Archis3,199080,319570,,R. fragm.,https://data.cultureelerfgoed.nl/term/id/abr/dda539d4-48a1-4568-a52f-d6440d1c3835,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63194,289625,Pottery vessel or vessel ware,"wrijfschaal, dikwandig aardew. - Stuart 148/Brunsting 37:verticale rand",Stuart 148; Brunsting 37,keramiek,ROMV,ROMV,10,50,40,1,1,True,Type,Archis3,199040,319400,,Losse vondst uit put 1.,https://data.cultureelerfgoed.nl/term/id/abr/91546fe2-da6a-44d7-b27c-ad6b7a782b39,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63179,262807,Pottery vessel or vessel ware,Terra sigillata kom - Dragendorff 27,Dragendorff 27,keramiek,ROMVB,ROMMA,30,180,150,1,,False,Type,Archis3,199120,319300,,,https://data.cultureelerfgoed.nl/term/id/abr/d5d15628-12fc-4be7-a831-8fa5e8e53c0b,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63196,289627,Pottery vessel or vessel ware,"Terra sigillata bord - Dragendorff 18/31, Midden-Oostgallisch",Dragendorff 18/31,keramiek,ROMMA,ROMMA,30,300,270,1,1,True,Type,Archis3,199040,319400,,20,https://data.cultureelerfgoed.nl/term/id/abr/f56ed54d-e9ac-4076-b107-a13c43bd99ad,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63185,289616,Pottery vessel or vessel ware,"wrijfschaal, dikwandig aardew. - Stuart 149/Brunsting 36:horizontale rand",Stuart 149; Brunsting 36,keramiek,ROMM,ROMM,40,260,220,1,3,True,Type,Archis3,199040,319400,,Vondst no.1-0-1,https://data.cultureelerfgoed.nl/term/id/abr/eccb2c45-69c4-44d5-8787-f2a87bef8ee3,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63191,289622,Pottery vessel or vessel ware,dolium aardewerk:dolium groot formaat,,keramiek,ROMM,ROMM,70,270,200,1,1,True,ABR,Archis3,199040,319400,,,https://data.cultureelerfgoed.nl/term/id/abr/84b773b9-0ea8-466f-973b-1b7e3425eb74,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63192,289623,Pottery vessel or vessel ware,dolium aardewerk:dolium groot formaat,,keramiek,ROMM,ROMM,70,270,200,1,1,True,ABR,Archis3,199040,319400,,St.147 Losse vondst uit put 1.,https://data.cultureelerfgoed.nl/term/id/abr/84b773b9-0ea8-466f-973b-1b7e3425eb74,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63200,263871,Ceramic figurine,dier,,keramiek,ROMM,ROMM,70,270,200,1,1,True,ABR,Archis3,199040,319400,,Beer op plateautje. Ca 10 x 7 cm.,https://data.cultureelerfgoed.nl/term/id/abr/7ceb4f6f-a3a4-44e5-9877-1c988d6eec7d,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63202,263873,Roofing ceramic,dakpan,,keramiek,ROMM,ROMM,70,270,200,1,,False,ABR,Archis3,199040,319400,,Villa in omgeving?,https://data.cultureelerfgoed.nl/term/id/abr/6f3f7beb-8f7e-46f6-953a-b59498922aa6,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63187,289618,Pottery vessel or vessel ware,ruwwandige (kook)pot - Niederbieber 89:dekselgeul,Niederbieber 89,keramiek,ROMM,ROMM,100,300,200,1,2,True,Type,Archis3,199040,319400,,Vondst no. 1-0-2. 2r.fragm.,https://data.cultureelerfgoed.nl/term/id/abr/541ce2e7-a3aa-4cac-8617-5e433f68a2a9,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63190,289621,Pottery vessel or vessel ware,ruwwandige (kook)pot - Niederbieber 89:dekselgeul,Niederbieber 89,keramiek,ROMM,ROMM,100,300,200,1,7,True,Type,Archis3,199040,319400,,Vondst no. 1-0-3.,https://data.cultureelerfgoed.nl/term/id/abr/541ce2e7-a3aa-4cac-8617-5e433f68a2a9,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63198,289629,Pottery vessel or vessel ware,ruwwandige (kook)pot - Niederbieber 89:dekselgeul,Niederbieber 89,keramiek,ROMM,ROMM,100,300,200,1,2,True,Type,Archis3,199040,319400,,Losse vondst uit put 1.,https://data.cultureelerfgoed.nl/term/id/abr/541ce2e7-a3aa-4cac-8617-5e433f68a2a9,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63183,289614,Pottery vessel or vessel ware,"Terra sigillata wrijfschaal - Dragendorff 45, Midden-Oostgallisch",Dragendorff 45,keramiek,ROMMB,ROMMB,120,320,200,1,1,True,Type,Archis3,199040,319400,,Vondstno.1-0-3.,https://data.cultureelerfgoed.nl/term/id/abr/e5100a58-3cb6-45a5-9578-891f81c5dbfa,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12034,Kerkrade,Winckelen,12703,site-level only; not a find-to-PDF link,63186,289617,Pottery vessel or vessel ware,geverfde beker - Niederbieber 32,Niederbieber 32,keramiek,ROMMB,ROMMB,160,260,100,1,20,True,Type,Archis3,199040,319400,,Meerdere fragmenten,https://data.cultureelerfgoed.nl/term/id/abr/f7bc5ed8-7166-4e96-a611-623696cd0383,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12105,Kerkrade,Kaalheide,12716;12736,site-level only; not a find-to-PDF link,63555,816850,Pottery vessel or vessel ware,aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,201080,319390,,geen terra sigillata,https://data.cultureelerfgoed.nl/term/id/abr/8289d9d4-bdc5-4c85-91fb-b11262b3c423,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12105,Kerkrade,Kaalheide,12716;12736,site-level only; not a find-to-PDF link,63557,819929,Ceramic figurine,dier,,keramiek,ROM,ROM,-12,450,462,1,1,True,ABR,Archis3,201080,319390,,terra-cotta; gevonden in de buurt; zie beschr.,https://data.cultureelerfgoed.nl/term/id/abr/7ceb4f6f-a3a4-44e5-9877-1c988d6eec7d,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12105,Kerkrade,Kaalheide,12716;12736,site-level only; not a find-to-PDF link,63559,748338,Building ceramic,hypocausttegel,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,201100,319450,,,https://data.cultureelerfgoed.nl/term/id/abr/d4bb8c79-3611-4abb-aaf0-28e6bd755be7,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12105,Kerkrade,Kaalheide,12716;12736,site-level only; not a find-to-PDF link,63563,1292557,Pottery vessel or vessel ware,terra sigillata:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,1,True,ABR,Archis3,201100,319450,,Met stempel CN ATEI,https://data.cultureelerfgoed.nl/term/id/abr/2641545d-0da9-460f-96d5-048dd7a4479d,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12105,Kerkrade,Kaalheide,12716;12736,site-level only; not a find-to-PDF link,63566,789145,Building ceramic,hypocausttegel,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,201090,319470,,,https://data.cultureelerfgoed.nl/term/id/abr/d4bb8c79-3611-4abb-aaf0-28e6bd755be7,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12105,Kerkrade,Kaalheide,12716;12736,site-level only; not a find-to-PDF link,63570,877139,Building ceramic,funderingen,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,201140,319480,,"""Romeinse vondsten""",https://data.cultureelerfgoed.nl/term/id/abr/5ee3ac99-e603-44d2-8460-b459baffd792,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12105,Kerkrade,Kaalheide,12716;12736,site-level only; not a find-to-PDF link,63573,262715,Roofing ceramic,dakpan,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,201150,319450,,,https://data.cultureelerfgoed.nl/term/id/abr/6f3f7beb-8f7e-46f6-953a-b59498922aa6,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12105,Kerkrade,Kaalheide,12716;12736,site-level only; not a find-to-PDF link,63574,844217,Roofing ceramic,dakpan,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,201220,319530,,,https://data.cultureelerfgoed.nl/term/id/abr/6f3f7beb-8f7e-46f6-953a-b59498922aa6,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12105,Kerkrade,Kaalheide,12716;12736,site-level only; not a find-to-PDF link,63575,844218,Pottery vessel or vessel ware,aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,201220,319530,,,https://data.cultureelerfgoed.nl/term/id/abr/8289d9d4-bdc5-4c85-91fb-b11262b3c423,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
