"Pot_Name","Typology","Start_date","End_date"
"ruwwandig aardewerk kruik","Stuart 214B/Niederbieber 97","150","300"
"ruwwandig aardewerk kruik","Niederbieber 97/Stuart 214B","150","300"
"ruwwandig aardewerk kom","Brunsting 8/Niederbieber 103","150","300"
"ruwwandig aardewerk kom","Niederbieber 103/Brunsting 8","150","300"
"ruwwandig aardewerk kom","Brunsting 9/Niederbieber 104","100","300"
"ruwwandig aardewerk kom","Niederbieber 104/Brunsting 9","100","300"
"gladwandig voetkom","Brunsting 27/Niederbieber 82","150","300"
"gladwandig voetkom","Niederbieber 82/Brunsting 27","150","300"
"gladwandig kruik","Stuart 111/Brunsting 6/Niederbieber 62","100","300"
"gladwandig kruik","Brunsting 6/Niederbieber 62/Stuart 111","100","300"
"gladwandig kruik","Niederbieber 62/Stuart 111/Brunsting 6","100","300"
"gladwandig voetkom","Stuart 145/Brunsting 27/Niederbieber 82","150","300"
"gladwandig voetkom","Brunsting 27/Niederbieber 82/Stuart 145","150","300"
"gladwandig voetkom","Niederbieber 82/Brunsting 27/Stuart 145","150","300"
"ruwwandig aardewerk kom","Niederbieber 104/Brunsting 9/Stuart 211","100","300"
"ruwwandig aardewerk kom","Stuart 211/Brunsting 9/Niederbieber 104","100","300"
"ruwwandig aardewerk kom","Brunsting 9/Niederbieber 104/Stuart 211","100","300"
"Terra sigillata bord","Dragendorff 31/Ludowici SA","100","260"
"Terra sigillata bord","Ludowici SA/Dragendorff 31","100","260"
"Terra sigillata bord","Dragendorff 31/Ludowici SMa","100","260"
"Terra sigillata bord","Ludowici SMa/Dragendorff 31","100","260"
"Terra sigillata schotel","Dragendorff 48/Chenet 304","200","400"
"Argonnische terra sigillata bord","Chenet 304/Dragendorff 48","270","420"
"Terra sigillata bord","Curle 15/Dragendorff 31","100","260"
"Terra sigillata bord","Dragendorff 31/Curle 15","100","260"
"Terra sigillata kom","Curle 21/Dragendorff 45","150","260"
"Terra sigillata kom","Dragendorff 45/Curle 21","150","260"
"vroeg-Romeins éénhandige kruik","Hofheim 5/Gose 384","-10","130"
"vroeg-Romeins beker","Hofheim 22/Gose 232","40","100"
"vroeg-Romeins ringhals kruik","Hofheim 50/Gose 396","40","100"
"vroeg-Romeins ringhals kruik","Hofheim 51/Gose 403","40","100"
"geverfd zandruw beker","Oelmann 16","70","270"
"geverfd barbotine beker","Oelmann 17","150","270"
"geverfd ingedeukd beker","Oelmann 18","150","260"
"geverfd klein beker","Oelmann 19","150","260"
"geverfd ovoïde beker","Oelmann 20","175","260"
"geverfd zandruw beker","Oelmann 21","150","270"
"geverfd tonvormig beker","Oelmann 22","180","270"
"geverfd ovoïde beker","Oelmann 23","175","270"
"geverfd bolvormige beker","Oelmann 24","175","270"
"geverfd beker met overhangende rand","Oelmann 25","200","270"
"geverfd geknikt beker","Oelmann 26","175","270"
"geverfd klein beker","Oelmann 27","175","260"
"geverfd beker met oor","Oelmann 28","150","270"
"geverfd klein fles","Oelmann 29","150","260"
"geverfd beker","Oelmann 30","130","300"
"geverfd beker","Oelmann 31","140","300"
"geverfd beker","Oelmann 32","150","300"
"geverfd beker","Oelmann 33","150","300"
"ruwwandig aardewerk voorraadpot","Oelmann 44","100","300"
"ruwwandig aardewerk kookpot","Oelmann 45","150","270"
"ruwwandig aardewerk deksel","Oelmann 50","150","270"
"gladwandig kruik","Oelmann 62","100","300"
"gladwandig kruik","Oelmann 63","150","300"
"gladwandig fles","Oelmann 64","150","300"
"gladwandig fles","Oelmann 76","150","300"
"gladwandig voetkom","Oelmann 82","150","300"
"ruwwandig aardewerk kookpot","Oelmann 87","150","280"
"ruwwandig aardewerk kookpot","Oelmann 88","150","280"
"ruwwandig aardewerk kookpot","Oelmann 89","150","300"
"ruwwandig aardewerk kookpot","Oelmann 90","150","280"
"ruwwandig aardewerk kruik","Oelmann 96","150","300"
"ruwwandig aardewerk kruik","Oelmann 97","150","300"
"ruwwandig aardewerk kruik","Oelmann 98","150","280"
"ruwwandig aardewerk kom","Oelmann 103","150","300"
"ruwwandig aardewerk kom","Oelmann 104","100","300"
"ruwwandig aardewerk kom","Oelmann 105","150","300"
"ruwwandig aardewerk kom","Oelmann 106","150","300"
"ruwwandig aardewerk kom","Oelmann 107","150","300"
"ruwwandig aardewerk bord","Oelmann 110","150","300"
"ruwwandig aardewerk bord","Oelmann 111","150","300"
"ruwwandig aardewerk bord","Oelmann 112","150","280"
"ruwwandig aardewerk bord","Oelmann 113","150","300"
"ruwwandig aardewerk bord","Oelmann 114","150","280"
"ruwwandig aardewerk deksel","Oelmann 119","150","280"
"ruwwandig aardewerk deksel","Oelmann 120","150","280"
"ruwwandig aardewerk klokvormig deksel","Oelmann 120b","150","300"
"Rijnlands mortarium","Oelmann 70","100","270"
"Rijnlands mortarium with bead rim","Oelmann 71","100","270"
"Rijnlands mortarium with hammer flange","Oelmann 72","150","300"
"laat-Rijnlands mortarium","Oelmann 73","225","350"
"Terra sigillata bord","Haltern 1","-15","15"
"Terra sigillata beker","Haltern 2","-15","15"
"Terra sigillata beker","Haltern 3","-15","15"
"Terra sigillata bord","Haltern 4","-15","15"
"Terra sigillata bord","Haltern 7","-15","15"
"Terra sigillata bord","Haltern 8","-15","15"
"Terra sigillata bord","Haltern 9","-15","15"
"Terra sigillata bord","Haltern 10","-15","15"
"Terra sigillata halfbolvormige kom","Haltern 14","-15","15"
"Terra sigillata beker","Haltern 15","-15","15"
"mortarium","Haltern 40","-15","50"
"mortarium","Haltern 41","-15","50"
"mortarium","Haltern 42","-15","50"
"Baetica vissausamfoor","Haltern 45","-15","50"
"Baetica wijnamfoor","Haltern 47","-15","40"
"Italische wijnamfoor","Haltern 50","-50","30"
"Italische wijnamfoor","Haltern 51","-130","10"
"Adriatische wijnamfoor","Haltern 52","-15","30"
"Baetica wijnamfoor","Haltern 53","-15","40"
"amfoor","Haltern 54","-15","25"
"amfoor","Haltern 55","-15","25"
"amfoor","Haltern 56","-15","25"
"amfoor","Haltern 57","-15","25"
"amfoor","Haltern 58","-15","25"
"amfoor","Haltern 59","-15","25"
"amfoor","Haltern 60","-15","25"
"amfoor","Haltern 61","-15","25"
"amfoor","Haltern 62","-15","25"
"amfoor","Haltern 63","-15","25"
"amfoor","Haltern 64","-15","25"
"amfoor","Haltern 65","-15","25"
"amfoor","Haltern 66","-15","25"
"amfoor","Haltern 67","-15","25"
"amfoor","Haltern 68","-15","25"
"amfoor","Haltern 69","-15","25"
"Baetica defrutum-amfoor","Haltern 70","-50","100"
"amfoor","Haltern 71","-15","30"
"Italische wijnamfoor","Peacock & Williams Class 1","-130","10"
"Italische wijnamfoor","Peacock & Williams Class 2","-50","100"
"Adriatische wijnamfoor","Peacock & Williams Class 3","-50","50"
"Tarraconensisch wijnamfoor","Peacock & Williams Class 4","-50","50"
"Baetica defrutum-amfoor","Peacock & Williams Class 5","-50","100"
"Baetica visproducten-amfoor","Peacock & Williams Class 6","-50","150"
"Baetica olijfolieamfoor","Peacock & Williams Class 7","1","280"
"Spaanse wijnamfoor","Peacock & Williams Class 8","1","150"
"Gallische wijnamfoor","Peacock & Williams Class 9","50","200"
"Gallische wijnamfoor","Peacock & Williams Class 10","75","300"
"Gallische amfoor","Peacock & Williams Class 11","1","200"
"Noord-Afrikaans olijfolieamfoor","Peacock & Williams Class 13","1","200"
"Noord-Afrikaans amfoor","Peacock & Williams Class 14","150","350"
"Noord-Afrikaans amfoor","Peacock & Williams Class 15","200","400"
"Lusitaanse visproducten-amfoor","Peacock & Williams Class 16","1","200"
"laat-Romeins Oost-Mediterraans amfoor","Peacock & Williams Class 17","300","650"
"laat-Romeins Egeïsche wijnamfoor","Peacock & Williams Class 18","350","650"
"laat-Romeins Klein-Aziatisch amfoor","Peacock & Williams Class 19","350","650"
"laat-Romeins Palestijnse wijnamfoor","Peacock & Williams Class 20","400","650"
"laat-Romeins Levantijnse amfoor","Peacock & Williams Class 21","350","650"
"laat-Romeins Egyptische amfoor","Peacock & Williams Class 22","300","700"
"laat-Romeins geverfd beker","Hussong-Cüppers 1","230","400"
"laat-Romeins rolstempelversierd beker","Hussong-Cüppers 2","260","400"
"laat-Romeins ingedeukd beker","Hussong-Cüppers 3","260","400"
"laat-Romeins ruwwandig aardewerk kookpot","Hussong-Cüppers 4","230","425"
"laat-Romeins ruwwandig aardewerk voorraadpot","Hussong-Cüppers 5","230","425"
"laat-Romeins geflensd kom","Hussong-Cüppers 6","275","450"
"laat-Romeins kom","Hussong-Cüppers 7","250","425"
"laat-Romeins breed kom","Hussong-Cüppers 8","250","425"
"laat-Romeins kruik","Hussong-Cüppers 9","250","425"
"laat-Romeins kruik","Hussong-Cüppers 10","250","425"
"laat-Romeins mortarium","Hussong-Cüppers 11","250","450"
"laat-Romeins ruwwandig aardewerk deksel","Hussong-Cüppers 12","250","425"
"laat-Romeins beschilderd aardewerk beker","Hussong-Cüppers 13","275","400"
"laat-Romeins beschilderd aardewerk kom","Hussong-Cüppers 14","300","425"
"Terra nigra cilindrische beker","Blicquy 1","60","200"
"Terra nigra tonvormige beker","Blicquy 2","60","250"
"Terra nigra biconische pot","Blicquy 3","60","250"
"Terra nigra kom","Blicquy 4","60","250"
"Terra nigra grote schotel","Blicquy 5","60","200"
"Terra nigra deksel","Blicquy 6","60","250"
"Terra nigra wijdmondige pot","Blicquy 7","60","275"
"Terra nigra voorraadpot","Blicquy 8","60","275"
"Terra rubra klein kruik","Blicquy 9","60","200"
"Terra nigra geknikt kom","Blicquy 10","60","250"
"Terra rubra beker","Blicquy 11","60","200"
"witpasta geverfde beker","Blicquy 12","100","275"
"Terra nigra bolvormige pot","Blicquy 13","100","275"
"Terra rubra deksel","Blicquy 14","60","200"
"Eifel beige aardewerk éénhandige kruik","Eifel 1","70","275"
"Eifel beige aardewerk tweehandige kruik","Eifel 2","70","250"
"Eifel beige aardewerk ringhalsed kruik","Eifel 3","70","250"
"Eifel beige aardewerk klein kruik","Eifel 4","70","250"
"Eifel beige aardewerk smalhallige fles","Eifel 5","70","250"
"Eifel beige aardewerk voorraadvat","Eifel 6","70","275"
"Eifel beige aardewerk mortarium","Eifel 7","70","250"
"Eifel ruwwandig tonvormig kookpot","Eifel 8","50","250"
"Eifel ruwwandig kookpot with dekselgeul","Eifel 9","100","300"
"Eifel ruwwandig wijdmondige pot","Eifel 10","50","250"
"Eifel ruwwandig voorraadpot","Eifel 11","50","300"
"Eifel ruwwandig halfbolvormige kom","Eifel 12","50","250"
"Eifel ruwwandig geknikt kom","Eifel 13","100","275"
"Eifel ruwwandig vlakrandig kom","Eifel 14","100","275"
"Eifel ruwwandig deksel","Eifel 15","50","300"
"Eifel geflensd kom","Eifel 16","275","550"
"Eifel parelrand kom","Eifel 17","300","550"
"Eifel geknikt kom","Eifel 18","275","500"
"Eifel mortarium","Eifel 19","250","500"
"Eifel klaverbladmondige kruik","Eifel 20","275","500"
"Eifel bolvormige pot with appliqué decoratie","Eifel 21","300","550"
"Eifel ruwwandig amfoor pot","Eifel 22","250","500"
"Eifel gepolijst beker","Eifel 23","275","500"
"Eifel pelgrimsfles","Eifel 24","350","600"
"Eifel ruwwandig bord","Eifel 25","275","500"
"Terra sigillata beker","Ritterling 1","-15","40"
"Terra sigillata beker","Ritterling 2","-10","30"
"Terra sigillata halfbolvormige beker","Ritterling 5","10","70"
"Terra sigillata geknikt beker","Ritterling 8","-5","60"
"Terra sigillata beker","Ritterling 9","15","60"
"Terra sigillata diepe kom","Ritterling 12","-10","50"
"Terra sigillata inktpot","Ritterling 13","-10","50"
"Terra sigillata geflensd kom","Ritterling 14","10","70"
"Arretijns aardewerk beker","Conspectus 1","-50","-10"
"Arretijns aardewerk bord","Conspectus 4","-35","15"
"Arretijns aardewerk beker","Conspectus 7","-30","10"
"Arretijns aardewerk beker","Conspectus 8","-20","10"
"Arretijns aardewerk bord","Conspectus 10","-30","15"
"Arretijns aardewerk bord","Conspectus 12","-20","15"
"Arretijns aardewerk beker","Conspectus 14","-20","15"
"Arretijns aardewerk beker","Conspectus 17","-15","20"
"Arretijns aardewerk bord","Conspectus 18","-15","25"
"Arretijns aardewerk bord","Conspectus 20","-15","30"
"Arretijns aardewerk beker","Conspectus 22","-15","20"
"Arretijns aardewerk beker","Conspectus 23","-5","30"
"Arretijns aardewerk beker","Conspectus 26","1","40"
"Arretijns aardewerk beker","Conspectus 27","1","40"
"Arretijns aardewerk halfbolvormige kom","Conspectus 28","1","50"
"Arretijns aardewerk beker","Conspectus 29","-5","30"
"Arretijns aardewerk bord","Conspectus 30","-10","20"
"Arretijns aardewerk beker","Conspectus 31","-10","25"
"Arretijns aardewerk beker","Conspectus 32","1","40"
"Arretijns aardewerk halfbolvormige beker","Conspectus 33","1","50"
"Arretijns aardewerk beker","Conspectus 34","10","50"
"Arretijns aardewerk beker","Conspectus 36","1","50"
"Arretijns aardewerk beker","Conspectus 37","5","50"
"Arretijns aardewerk beker","Conspectus 38","15","60"
"Arretijns aardewerk kom","Conspectus 39","20","65"
"Arretijns aardewerk kom","Conspectus 43","30","70"
"Arretijns aardewerk beker","Conspectus 50","30","80"
"Gallische wijnamfoor","Gauloise 1","-25","50"
"Gallische wijnamfoor","Gauloise 2","-25","75"
"Gallische wijnamfoor","Gauloise 3","1","100"
"Gallische wijnamfoor","Gauloise 4","75","300"
"Gallische wijnamfoor","Gauloise 5","75","200"
"Gallische amfoor","Gauloise 6","50","200"
"Gallische wijnamfoor","Gauloise 7","50","150"
"Gallische wijnamfoor","Gauloise 8","100","300"
"Gallische amfoor","Gauloise 9","50","200"
"Gallische amfoor","Gauloise 12","1","200"
"Gallische amfoor","Gauloise 13","50","200"
"Terra nigra vatvormige beker","Camulodunum 56","-30","50"
"Terra nigra vatvormige beker","Camulodunum 57","-20","50"
"Terra nigra ribbel beker","Camulodunum 58","-20","50"
"Terra nigra ribbel beker","Camulodunum 59","-10","50"
"Terra nigra grote schotel","Camulodunum 107","-20","40"
"Terra nigra grote schotel","Camulodunum 108","-20","40"
"Terra rubra grote schotel","Camulodunum 110","-50","50"
"Terra rubra grote schotel","Camulodunum 111","-30","40"
"Terra rubra grote schotel","Camulodunum 112","-30","40"
"Terra rubra grote schotel","Camulodunum 113","-30","40"
"Terra rubra grote schotel","Camulodunum 114","-20","50"
"Terra rubra grote schotel","Camulodunum 115","-20","50"
"Terra nigra beker","Camulodunum 120","-20","40"
"voluutlamp","Loeschcke I","-20","70"
"voluutlamp","Loeschcke II","-10","80"
"voluutlamp","Loeschcke III","-10","80"
"olielamp","Loeschcke IV","-20","40"
"Firmalampe","Loeschcke V","40","120"
"Firmalampe","Loeschcke VI","50","150"
"Firmalampe","Loeschcke VII","50","150"
"Firmalampe","Loeschcke VIII","50","300"
"Firmalampe","Loeschcke IX","100","300"
"Bildlampe","Loeschcke X","50","200"
"open olielamp","Loeschcke XI","1","150"
"Kanallampe","Loeschcke XIV","300","500"
"laat-Romeins geverfd beker","Pirling 1","200","350"
"laat-Romeins ingedeukd beker","Pirling 2","250","400"
"laat-Romeins ruwwandig aardewerk kookpot","Pirling 3","250","450"
"laat-Romeins geflensd kom","Pirling 4","300","500"
"laat-Romeins kruik","Pirling 5","250","450"
"laat-Romeins voorraadpot","Pirling 6","250","450"
"laat-Romeins kom","Pirling 7","250","450"
"laat-Romeins biconische beker","Pirling 8","350","500"
"laat-Romeins pot met oor","Pirling 9","350","550"
"bolvormige pot","Pirling 10","450","650"
"laat-Romeins geverfd beker","Gilles 1","250","400"
"laat-Romeins rolstempelversierd beker","Gilles 2","275","425"
"laat-Romeins kookpot","Gilles 3","250","425"
"laat-Romeins geflensd kom","Gilles 4","275","450"
"laat-Romeins parelrand kom","Gilles 5","300","475"
"laat-Romeins kruik","Gilles 6","250","425"
"laat-Romeins voorraadpot","Gilles 7","250","450"
"laat-Romeins bord","Gilles 8","250","425"
"Afrikaans rood-geslibd aardewerk schotel","Hayes 3","75","125"
"Afrikaans rood-geslibd aardewerk kom","Hayes 6","100","160"
"Afrikaans rood-geslibd aardewerk kom","Hayes 8","100","200"
"Afrikaans rood-geslibd aardewerk kom","Hayes 14","160","220"
"Afrikaans rood-geslibd aardewerk kom","Hayes 27","180","250"
"Afrikaans rood-geslibd aardewerk schotel","Hayes 50A","150","200"
"Afrikaans rood-geslibd aardewerk schotel","Hayes 50B","200","230"
"Afrikaans rood-geslibd aardewerk bord","Hayes 58","300","375"
"Afrikaans rood-geslibd aardewerk kom","Hayes 61A","325","380"
"Afrikaans rood-geslibd aardewerk kom","Hayes 61B","380","420"
"Afrikaans rood-geslibd aardewerk bord","Hayes 67","360","470"
"Afrikaans rood-geslibd aardewerk kom","Hayes 73","370","430"
"Afrikaans rood-geslibd aardewerk kom","Hayes 80A","380","450"
"Afrikaans rood-geslibd aardewerk kom","Hayes 91A","400","450"
"Afrikaans rood-geslibd aardewerk kom","Hayes 99A","490","540"
"Höpken Noppenbecher","Höpken","70","200"
"Höpken beker","Höpken","70","270"
"Höpken Faltenbecher","Höpken","150","300"
"Höpken Jagdbecher","Höpken","100","250"
"Höpken Inschriftenbecher","Höpken","80","180"
"Höpken Kugelbecher","Höpken","200","350"
"Höpken Tonnenbecher","Höpken","150","300"
"Höpken kruik","Höpken","50","300"
"Höpken schaal","Höpken","50","270"
"Höpken mortarium","Höpken","50","300"
"Höpken bord","Höpken","70","250"
"Höpken schaal","Höpken","70","270"
"Höpken amfoor","Höpken","50","200"
"Höpken lamp","Höpken","50","300"
"Hanut kruik","Hanut","275","450"
"Hanut schaal","Hanut","275","450"
"Hanut pot","Hanut","275","450"
"Hanut bord","Hanut","275","450"
"Hanut beker","Hanut","275","450"
"Hanut handgevormde pot","Hanut","275","450"
"Rigoir 1","Rigoir","350","475"
"Rigoir 2","Rigoir","375","475"
"Rigoir 3","Rigoir","375","500"
"Rigoir 4","Rigoir","375","475"
"Rigoir 5","Rigoir","375","475"
"Rigoir 6","Rigoir","375","475"
"Rigoir 7","Rigoir","375","475"
"Rigoir 8","Rigoir","400","550"
"Rigoir 9","Rigoir","400","550"
"Rigoir 10","Rigoir","375","500"
"Rigoir 11","Rigoir","375","500"
"Rigoir 12","Rigoir","375","500"
"Rigoir 13","Rigoir","375","500"
"Rigoir 14","Rigoir","375","500"
"Rigoir 15","Rigoir","375","500"
"Rigoir 16","Rigoir","375","500"
"Rigoir 17","Rigoir","400","550"
"Rigoir 18","Rigoir","375","475"
"Rigoir 19","Rigoir","400","550"
"Rigoir 20","Rigoir","400","550"
"Rigoir 21","Rigoir","400","550"
"Rigoir 22","Rigoir","400","550"
"Rigoir 23","Rigoir","400","550"
"Rigoir 24","Rigoir","400","550"
"Rigoir 25","Rigoir","400","550"
"Rigoir 26","Rigoir","400","550"
"Rigoir 27","Rigoir","400","550"
"De Clercq handgevormde pot","De Clercq","-100","150"
"De Clercq kurkurn","De Clercq","-100","100"
"De Clercq situla","De Clercq","-100","100"
"De Clercq lokale schaal","De Clercq","-50","200"
"De Clercq lokale kom","De Clercq","-50","200"
"De Clercq lokale kookpot","De Clercq","1","270"
"De Clercq lokale kruik","De Clercq","1","270"
"De Clercq lokale deksel","De Clercq","-50","270"
"Baudoux NO-Gallische amfoor","Baudoux","-25","150"
"Baudoux wijnamfoor","Baudoux","-25","200"
"Baudoux olieamfoor","Baudoux","1","250"
"Baudoux vissausamfoor","Baudoux","1","200"
"Baudoux Pélichet 47","Baudoux","1","300"
"Terra rubra tonvormige beker","Holwerda 13","-20","70"
"Terra rubra tonvormige beker","Holwerda 13/14","-20","70"
"Terra rubra tonvormige beker","Holwerda 14","-20","70"
"Belgisch grijs aardewerk bolvormige pot","Holwerda 115","-25","150"
"Belgisch grijs aardewerk pot","Holwerda 120","-25","150"
"Belgisch grijs aardewerk voorraadpot","Holwerda 126","-25","150"
"Belgisch grijs aardewerk wijdmondige pot","Holwerda 131","-25","150"
"Belgisch grijs aardewerk pot","Holwerda 133","-25","150"
"Belgisch grijs aardewerk pot series","Holwerda 133-136","-25","150"
"Belgisch grijs aardewerk pot","Holwerda 134","-25","150"
"Belgisch grijs aardewerk pot","Holwerda 135","-25","150"
"Belgisch grijs aardewerk pot","Holwerda 136","-25","150"
"Belgisch grijs aardewerk kookpot","Holwerda 139","-25","150"
"Belgisch grijs aardewerk pot","Holwerda 140","-25","150"
"Belgisch grijs aardewerk pot series","Holwerda 140-142","-25","150"
"Belgisch aardewerk bord","Deru A38","100","250"
"Belgisch aardewerk bord","Deru A41","100","250"
"Belgisch aardewerk pot","Deru P7","1","80"
"Belgisch aardewerk pot","Deru P8","1","80"
"Belgisch aardewerk pot","Deru P9","20","100"
"Belgisch aardewerk pot","Deru P10","20","100"
"Belgisch aardewerk pot","Deru P11","40","120"
"Belgisch aardewerk pot","Deru P12","40","120"
"Belgisch aardewerk pot","Deru P13","40","120"
"Belgisch aardewerk pot","Deru P14","50","150"
"Belgisch aardewerk pot","Deru P15","50","150"
"Belgisch aardewerk pot","Deru P16","70","150"
"Belgisch aardewerk pot","Deru P17","70","150"
"Belgisch aardewerk pot","Deru P18","70","170"
"Belgisch aardewerk pot","Deru P19","70","170"
"Belgisch aardewerk pot","Deru P20","70","170"
"Belgisch aardewerk pot","Deru P21","100","200"
"Belgisch aardewerk pot","Deru P22","100","200"
"Belgisch aardewerk pot","Deru P23","100","200"
"Belgisch aardewerk pot","Deru P24","100","200"
"Belgisch aardewerk pot","Deru P25","100","200"
"Belgisch aardewerk pot","Deru P26","150","230"
"Belgisch aardewerk pot","Deru P27","150","230"
"Belgisch aardewerk pot","Deru P28","150","230"
"Belgisch aardewerk pot","Deru P29","150","250"
"Belgisch aardewerk pot","Deru P30","150","250"
"Belgisch aardewerk pot","Deru P31","200","270"
"Belgisch aardewerk pot","Deru P32","200","270"
"Belgisch aardewerk pot","Deru P33","200","270"
"Belgisch aardewerk pot","Deru P34","200","300"
"Belgisch aardewerk pot","Deru P35","200","300"
"Belgisch aardewerk pot","Deru P36","250","350"
"Belgisch aardewerk pot","Deru P37","250","350"
"Belgisch aardewerk pot","Deru P38","250","350"
"Belgisch aardewerk pot","Deru P39","250","400"
"Belgisch aardewerk pot","Deru P40","250","400"
"Belgisch aardewerk bord","Deru A7","50","150"
"Belgisch aardewerk bord","Deru A8","50","150"
"Belgisch aardewerk bord","Deru A9","50","150"
"Belgisch aardewerk bord","Deru A10","50","150"
"Belgisch aardewerk bord","Deru A11","70","170"
"Belgisch aardewerk bord","Deru A12","70","170"
"Belgisch aardewerk bord","Deru A13","70","170"
"Belgisch aardewerk bord","Deru A14","70","180"
"Belgisch aardewerk bord","Deru A15","70","180"
"Belgisch aardewerk bord","Deru A16","100","200"
"Belgisch aardewerk bord","Deru A17","100","200"
"Belgisch aardewerk bord","Deru A18","100","200"
"Belgisch aardewerk bord","Deru A19","100","200"
"Belgisch aardewerk bord","Deru A20","100","200"
"Belgisch aardewerk bord","Deru A21","120","220"
"Belgisch aardewerk bord","Deru A22","120","220"
"Belgisch aardewerk bord","Deru A23","120","220"
"Belgisch aardewerk bord","Deru A24","120","220"
"Belgisch aardewerk bord","Deru A25","120","220"
"Belgisch aardewerk bord","Deru A26","150","230"
"Belgisch aardewerk bord","Deru A27","150","230"
"Belgisch aardewerk bord","Deru A28","150","230"
"Belgisch aardewerk bord","Deru A29","150","250"
"Belgisch aardewerk bord","Deru A30","150","250"
"Belgisch aardewerk bord","Deru A31","175","260"
"Belgisch aardewerk bord","Deru A32","175","260"
"Belgisch aardewerk bord","Deru A33","175","260"
"Belgisch aardewerk bord","Deru A34","175","270"
"Belgisch aardewerk bord","Deru A35","175","270"
"Belgisch aardewerk bord","Deru A36","200","280"
"Belgisch aardewerk bord","Deru A37","200","280"
"Belgisch aardewerk bord","Deru A39","200","300"
"Belgisch aardewerk bord","Deru A40","200","300"
"Belgisch aardewerk kom","Deru B6","50","150"
"Belgisch aardewerk kom","Deru B7","70","180"
"Belgisch aardewerk kom","Deru B8","100","200"
"Belgisch aardewerk kom","Deru B9","150","250"
"Belgisch aardewerk kom","Deru B10","200","300"
"Belgisch aardewerk kruik","Deru C3","50","150"
"Belgisch aardewerk kruik","Deru C4","100","200"
"Belgisch aardewerk kruik","Deru C5","150","250"
"Belgisch aardewerk kruik","Deru C6","200","300"
"Belgisch aardewerk beker","Deru G6","50","150"
"Belgisch aardewerk beker","Deru G7","70","180"
"Belgisch aardewerk beker","Deru G8","100","200"
"Belgisch aardewerk beker","Deru G9","150","250"
"Belgisch aardewerk beker","Deru G10","200","300"
"Belgisch aardewerk beker","Deru T4","50","150"
"Belgisch aardewerk beker","Deru T5","100","200"
"Belgisch aardewerk beker","Deru T6","150","250"
"Belgisch aardewerk bord","Nijmeegs 82","-30","80"
"Belgisch aardewerk bord","Nijmeegs 82/83","-30","80"
"Belgisch aardewerk bord","Nijmeegs 83","-30","80"
"Belgisch aardewerk kom","Nijmeegs 86","-30","80"
"ruwwandig aardewerk pot","Brunsting 17","50","200"
"ruwwandig aardewerk pot","Brunsting 17/18","50","200"
"ruwwandig aardewerk pot","Brunsting 18","50","200"
"laat ruwwandig aardewerk vat","Brunsting 141","150","350"
"laat ruwwandig aardewerk vat","Brunsting 142","150","350"
"laat ruwwandig aardewerk vat","Brunsting 143","150","350"
"laat ruwwandig aardewerk vat","Brunsting 151","200","400"
"laat ruwwandig aardewerk vat","Brunsting 160","200","400"
"laat ruwwandig aardewerk vat","Brunsting 161","200","400"
"ruwwandig aardewerk pot","Camulodunum 162","43","200"
"ruwwandig aardewerk beker","Camulodunum 163","43","200"
"ruwwandig aardewerk beker","Camulodunum 163s","43","200"
"ruwwandig aardewerk kom","Camulodunum 176","43","250"
"ruwwandig aardewerk vat","Camulodunum 184","43","250"
"ruwwandig aardewerk vat","Camulodunum 189","43","250"
"ruwwandig aardewerk voorraadpot","Camulodunum 262","100","300"
"Arretijns aardewerk beker","Conspectus 2","-40","10"
"Arretijns aardewerk beker","Conspectus 3","-40","10"
"Arretijns aardewerk bord","Conspectus 5","-40","20"
"Arretijns aardewerk bord","Conspectus 6","-40","20"
"Arretijns aardewerk beker","Conspectus 9","-30","30"
"Arretijns aardewerk bord","Conspectus 11","-30","30"
"Terra sigillata beker","Haltern 11","-15","20"
"Terra sigillata beker","Haltern 12","-15","20"
"Terra sigillata beker","Haltern 13","-15","20"
"Terra sigillata beker","Haltern 18","-15","30"
"Terra sigillata kom","Haltern 22","-15","30"
"ruwwandig aardewerk pot","Haltern 31","-15","30"
"ruwwandig aardewerk pot","Haltern 33","-15","30"
"Terra sigillata beker","Haltern 14/Haltern 7","-15","20"
"Terra sigillata beker","Haltern 18/Haltern 2","-15","30"
"Terra sigillata kom","Haltern 22/Haltern 8","-15","30"
"ruwwandig aardewerk pot","Haltern 31/Haltern 11","-15","30"
"ruwwandig aardewerk pot","Haltern 33/Haltern 12","-15","30"
"laat-Romeins geverfd beker","Gellep 1","200","350"
"laat-Romeins ingedeukd beker","Gellep 2","250","400"
"laat-Romeins ruwwandig aardewerk kookpot","Gellep 3","250","450"
"laat-Romeins geflensd kom","Gellep 4","300","500"
"laat-Romeins kruik","Gellep 5","250","450"
"laat-Romeins voorraadpot","Gellep 6","250","450"
"laat-Romeins kom","Gellep 7","250","450"
"laat-Romeins biconische beker","Gellep 8","350","500"
"laat-Romeins pot met oor","Gellep 9","350","550"
"bolvormige pot","Gellep 10","450","650"
"Terra sigillata beker","Oberaden 1","-15","1"
"Terra sigillata bord","Oberaden 2","-15","1"
"dunwandig beker","Oberaden 3","-15","1"
"beschilderd aardewerk beker","Oberaden 4","-15","1"
"ruwwandig aardewerk pot","Oberaden 5","-15","1"
"ruwwandig aardewerk kookpot","Oberaden 6","-15","1"
"Italische wijnamfoor","Oberaden 7","-100","-20"
"lokaal geproduceerd kom","Oberaden 8","-15","1"
