report,site_name_verdict,site_name_gold,site_name_workflow,pottery_verdict,pottery_gold,pottery_workflow,typology_verdict,typology_gold,typology_workflow,start_date_verdict,start_date_gold,start_date_workflow,end_date_verdict,end_date_gold,end_date_workflow
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,acceptable,Terra sigillata,Terra sigillata cup,exact,Dragendorff 27g,Dragendorff 27g,exact,60,60,exact,90,90
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18,Dragendorff 18,exact,40,40,exact,120,120
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata cup,Terra sigillata cup,exact,Dragendorff 27,Dragendorff 27,exact,15,15,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18r,Dragendorff 18R,exact,70,70,exact,180,180
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,acceptable,Terra sigillata,Terra sigillata cup,exact,Dragendorff 27g,Dragendorff 27g,exact,60,60,exact,90,90
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata cup,Terra sigillata cup,exact,Dragendorff 27,Dragendorff 27,exact,15,15,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 31,Dragendorff 31,exact,100,100,exact,260,260
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18,Dragendorff 18,exact,40,40,exact,120,120
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 31,Dragendorff 31,exact,100,100,exact,260,260
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 32,Dragendorff 32,exact,150,150,exact,300,300
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata dish,Terra sigillata dish,exact,,,exact,65,65,exact,85,85
new_rep_2,exact,Voerendaal-Ten Hove,Voerendaal-Ten Hove,exact,Terra sigillata cup,Terra sigillata cup,exact,,,exact,85,85,exact,100,100
new_rep_2,overclaim,,Voerendaal-Ten Hove,overclaim,,Terra sigillata decorated bowl,overclaim,,Dragendorff 37,overclaim,,70,overclaim,,300
new_rep_3,exact,Mook-Plasmolen,Mook-Plasmolen,exact,Terra sigillata,Terra sigillata,exact,,,exact,101,101,exact,200,200
new_rep_3,exact,Mook-Plasmolen,Mook-Plasmolen,exact,Painted cup,Painted cup,exact,,,exact,101,101,exact,300,300
new_rep_3,exact,Mook-Plasmolen,Mook-Plasmolen,acceptable,Amphorae,Amphora,exact,,,acceptable,1,-12,exact,100,100
new_rep_3,exact,Mook-Plasmolen,Mook-Plasmolen,acceptable,Dolia,Dolium,exact,,,exact,,,exact,,
new_rep_3,exact,Mook-Plasmolen,Mook-Plasmolen,acceptable,mortaria,Mortarium,exact,,,exact,,,exact,,
new_rep_3,exact,Mook-Plasmolen,Mook-Plasmolen,acceptable,jugs,Jug,exact,,,exact,,,exact,,
new_rep_4,exact,Stein,Stein,exact,Argonnian terra sigillata bowl,Argonnian terra sigillata bowl,exact,Chenet 320,Chenet 320,exact,300,300,exact,420,420
new_rep_4,exact,Stein,Stein,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
new_rep_4,exact,Stein,Stein,exact,Terra sigillata cup,Terra sigillata cup,exact,Dragendorff 33,Dragendorff 33,exact,40,40,exact,300,300
new_rep_4,exact,Stein,Stein,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
new_rep_4,exact,Stein,Stein,exact,Terra sigillata mortarium,Terra sigillata mortarium,exact,Dragendorff 45,Dragendorff 45,exact,150,150,exact,400,400
new_rep_4,overclaim,,Stein,overclaim,,Terra sigillata,overclaim,,,overclaim,,101,overclaim,,500
new_rep_5,exact,Margraten,Margraten,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
new_rep_5,exact,Margraten,Margraten,exact,Pottery,Pottery,exact,,,exact,-12,-12,incorrect,1200,1050
new_rep_5,exact,Margraten,Margraten,exact,Pottery,Pottery,exact,,,exact,-12,-12,incorrect,1200,1050
new_rep_5,exact,Margraten,Margraten,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
new_rep_5,exact,Margraten,Margraten,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
new_rep_5,exact,Margraten,Margraten,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
new_rep_5,exact,Margraten,Margraten,exact,Pottery,Pottery,exact,,,exact,-12,-12,incorrect,1200,1050
new_rep_5,exact,Margraten,Margraten,exact,Painted ware,Painted ware,exact,,,exact,-12,-12,exact,450,450
