SiteID,Name,X-coordinate,Y-coordinate
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11903,Heerlen,196100,321850
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11903,Heerlen,196390,321867
11903,Heerlen,196390,321867
11901,Heerlen,198900,316620
11903,Heerlen,196390,321867
11903,Heerlen,196390,321867
11903,Heerlen,196390,321867
11901,Heerlen,198900,316620
11903,Heerlen,196390,321867
11903,Heerlen,196390,321867
11903,Heerlen,196390,321867
11903,Heerlen,196390,321867
11903,Heerlen,196480,321820
11903,Heerlen,196480,321820
11903,Heerlen,196480,321820
11903,Heerlen,196480,321820
11903,Heerlen,196480,321820
11903,Heerlen,196480,321820
11903,Heerlen,196500,321850
11903,Heerlen,197000,322000
11901,Heerlen,198900,316620
11903,Heerlen,196672,321904
11903,Heerlen,196672,321904
11903,Heerlen,196672,321904
11901,Heerlen,198900,316620
11903,Heerlen,196672,321904
11903,Heerlen,196672,321904
11903,Heerlen,196672,321904
11903,Heerlen,196510,321960
11903,Heerlen,196510,321960
11903,Heerlen,196510,321960
11903,Heerlen,196509,321959
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11903,Heerlen,196509,321959
11903,Heerlen,196509,321959
11903,Heerlen,196509,321959
11903,Heerlen,196509,321959
11903,Heerlen,196509,321959
11903,Heerlen,196509,321959
11903,Heerlen,196509,321959
11903,Heerlen,196509,321959
11903,Heerlen,196509,321959
11903,Heerlen,196506,321900
11903,Heerlen,196506,321900
11903,Heerlen,196640,322072
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11901,Heerlen,198900,316620
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196488,321870
11903,Heerlen,196520,321800
11903,Heerlen,196600,322030
11903,Heerlen,196600,322030
11903,Heerlen,196600,322030
11903,Heerlen,196600,322030
11903,Heerlen,196600,322030
11903,Heerlen,196600,322030
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11903,Heerlen,196825,321950
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11903,Heerlen,196900,322150
11903,Heerlen,196900,322150
11903,Heerlen,196825,321950
11903,Heerlen,196825,321950
11903,Heerlen,196540,322020
11903,Heerlen,196540,321990
11903,Heerlen,196540,321990
11903,Heerlen,196300,321600
11903,Heerlen,196356,322242
11903,Heerlen,196300,321600
11903,Heerlen,196900,322080
11903,Heerlen,196380,322270
11903,Heerlen,196380,322270
11903,Heerlen,196300,321600
11903,Heerlen,196100,321850
11903,Heerlen,196100,321850
11903,Heerlen,196100,321850
11903,Heerlen,196390,321867
11903,Heerlen,196390,321867
11903,Heerlen,196390,321867
11903,Heerlen,196430,322130
11903,Heerlen,196390,321867
11903,Heerlen,196430,322130
11903,Heerlen,196672,321904
11903,Heerlen,196672,321904
11903,Heerlen,196509,321959
11903,Heerlen,196509,321959
11903,Heerlen,196800,322080
11903,Heerlen,196488,321870
11903,Heerlen,196800,322080
11903,Heerlen,196800,322080
11903,Heerlen,196378,321888
11903,Heerlen,196488,321870
11903,Heerlen,196378,321888
11903,Heerlen,196378,321888
11903,Heerlen,196488,321870
11903,Heerlen,196378,321888
11903,Heerlen,196825,321950
11903,Heerlen,196378,321888
11903,Heerlen,196378,321888
11903,Heerlen,196378,321888
11903,Heerlen,196150,321815
11903,Heerlen,196250,321825
11903,Heerlen,196250,321825
11903,Heerlen,196250,321825
11903,Heerlen,196250,321825
11903,Heerlen,196250,321825
11903,Heerlen,196250,321825
11903,Heerlen,196500,321990
11903,Heerlen,196825,321950
11903,Heerlen,196500,321990
11903,Heerlen,196400,321900
11903,Heerlen,196400,321900
11903,Heerlen,196000,322000
11903,Heerlen,196000,322000
11903,Heerlen,196825,321950
11903,Heerlen,196825,321950
11903,Heerlen,196825,321950
11903,Heerlen,196825,321950
11903,Heerlen,196395,321985
11903,Heerlen,196270,321760
11903,Heerlen,196825,321950
11903,Heerlen,196270,321760
11903,Heerlen,196270,321760
11903,Heerlen,196356,322242
11903,Heerlen,196356,322242
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196356,322242
11903,Heerlen,196356,322242
11903,Heerlen,196900,322080
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196655,321940
11903,Heerlen,196655,321940
11903,Heerlen,196655,321940
11903,Heerlen,196655,321940
11903,Heerlen,196430,322130
11903,Heerlen,196430,322130
11903,Heerlen,196655,321940
11903,Heerlen,196655,321940
11903,Heerlen,196665,321800
11903,Heerlen,196430,322130
11903,Heerlen,196430,322130
11903,Heerlen,196820,322050
11903,Heerlen,196430,322130
11903,Heerlen,196430,322130
11903,Heerlen,196430,322130
11903,Heerlen,196430,322130
11903,Heerlen,196800,322080
11903,Heerlen,196800,322080
11903,Heerlen,196800,322080
11903,Heerlen,196800,322080
11903,Heerlen,196800,322080
11903,Heerlen,196378,321888
11903,Heerlen,196378,321888
11903,Heerlen,196450,321900
11903,Heerlen,196378,321888
11903,Heerlen,196500,321990
11903,Heerlen,196430,321900
11903,Heerlen,196395,321985
11903,Heerlen,196395,321985
11903,Heerlen,196395,321985
11903,Heerlen,196395,321985
11903,Heerlen,196270,321760
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196190,321850
11903,Heerlen,196510,321992
11903,Heerlen,196655,321940
11903,Heerlen,196655,321940
11903,Heerlen,196820,322050
11903,Heerlen,196820,322050
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196820,322050
11903,Heerlen,196820,322050
11903,Heerlen,196980,322080
11903,Heerlen,196820,322050
11903,Heerlen,196820,322050
11903,Heerlen,196820,322050
11903,Heerlen,196820,322050
11903,Heerlen,196820,322050
11903,Heerlen,196750,322025
11903,Heerlen,196820,322050
11903,Heerlen,196820,322050
11903,Heerlen,196820,322050
11903,Heerlen,196978,321992
11903,Heerlen,196820,322050
11903,Heerlen,196430,321900
11903,Heerlen,196978,321992
11903,Heerlen,196430,321900
11903,Heerlen,196699,322119
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196250,321838
11903,Heerlen,196510,321992
11903,Heerlen,196250,321838
11903,Heerlen,196250,321838
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196510,321992
11903,Heerlen,196980,322080
11903,Heerlen,196250,321838
11903,Heerlen,196250,321838
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196980,322080
11903,Heerlen,196750,322025
11903,Heerlen,196750,322025
11903,Heerlen,196750,322025
11903,Heerlen,196750,322025
11903,Heerlen,196750,322025
11903,Heerlen,196978,321992
11903,Heerlen,196978,321992
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196261,321833
11903,Heerlen,196261,321833
11903,Heerlen,196261,321833
11903,Heerlen,196978,321992
11903,Heerlen,196978,321992
11903,Heerlen,196978,321992
11903,Heerlen,196978,321992
11903,Heerlen,196699,322119
11903,Heerlen,196699,322119
11903,Heerlen,196261,321833
11903,Heerlen,196244,321825
11903,Heerlen,196699,322119
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196699,322119
11903,Heerlen,196244,321825
11903,Heerlen,196229,321842
11903,Heerlen,196250,321838
11903,Heerlen,196229,321842
11903,Heerlen,196229,321842
11903,Heerlen,196229,321842
11903,Heerlen,196229,321842
11903,Heerlen,196229,321842
11903,Heerlen,196229,321842
11903,Heerlen,196229,321842
11903,Heerlen,196229,321842
11903,Heerlen,196248,321827
11903,Heerlen,196250,321838
11903,Heerlen,196248,321827
11903,Heerlen,196233,321845
11903,Heerlen,196250,321838
11903,Heerlen,196233,321845
11903,Heerlen,196250,321838
11903,Heerlen,196592,321876
11903,Heerlen,196330,321970
11903,Heerlen,196330,321970
11903,Heerlen,196430,322130
11903,Heerlen,196250,321838
11903,Heerlen,196250,321838
11903,Heerlen,196250,321838
11903,Heerlen,196700,321700
11903,Heerlen,196900,321900
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196289,321850
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196591,321875
11903,Heerlen,196250,321838
11903,Heerlen,196481,321844
11903,Heerlen,196250,321838
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196584,321986
11903,Heerlen,196361,322140
11903,Heerlen,196361,322140
11903,Heerlen,196854,321698
11903,Heerlen,196854,321698
11903,Heerlen,196854,321698
11903,Heerlen,196808,321956
11903,Heerlen,196808,321956
11903,Heerlen,196808,321956
11903,Heerlen,196680,321951
11903,Heerlen,196680,321951
11903,Heerlen,196280,321791
11903,Heerlen,196280,321791
11903,Heerlen,196047,321691
11903,Heerlen,196152,321805
11903,Heerlen,196152,321805
11903,Heerlen,196152,321805
11903,Heerlen,196403,321883
11903,Heerlen,196403,321883
11903,Heerlen,196681,321981
11903,Heerlen,196681,321981
11903,Heerlen,196681,321981
11903,Heerlen,196788,322220
11903,Heerlen,196250,321838
11903,Heerlen,196250,321838
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196668,321989
11903,Heerlen,196261,321833
11903,Heerlen,196261,321833
11903,Heerlen,196261,321833
11903,Heerlen,196261,321833
11903,Heerlen,196261,321833
11903,Heerlen,196261,321833
11903,Heerlen,196244,321825
11903,Heerlen,196244,321825
11903,Heerlen,196229,321842
11903,Heerlen,196248,321827
11903,Heerlen,196233,321845
11903,Heerlen,196592,321876
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196900,322100
11903,Heerlen,196300,321800
11903,Heerlen,196700,321700
11903,Heerlen,196300,321800
11903,Heerlen,196300,321800
11903,Heerlen,196700,321700
11903,Heerlen,196300,321800
11903,Heerlen,196300,321800
11903,Heerlen,196400,322000
11903,Heerlen,196481,321844
11903,Heerlen,196481,321844
11903,Heerlen,196400,322000
11903,Heerlen,196800,322500
11903,Heerlen,196788,322220
11903,Heerlen,196800,322500
11903,Heerlen,196800,322500
11903,Heerlen,196800,322500
11903,Heerlen,196540,321880
11903,Heerlen,196540,321880
11903,Heerlen,196600,321850
11903,Heerlen,196600,321850
11903,Heerlen,196822,322209
11903,Heerlen,196350,321900
11903,Heerlen,196640,321940
11903,Heerlen,196822,322209
11903,Heerlen,196640,321940
11903,Heerlen,196640,321940
11903,Heerlen,196640,321940
11903,Heerlen,196640,321940
11903,Heerlen,196640,321940
11903,Heerlen,196454,321809
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196454,321809
11903,Heerlen,196454,321809
11903,Heerlen,196454,321809
11903,Heerlen,196600,322050
11903,Heerlen,196822,322209
11903,Heerlen,196152,321815
11903,Heerlen,196541,321957
11903,Heerlen,196541,321957
11903,Heerlen,196541,321957
11903,Heerlen,196541,321957
11903,Heerlen,196541,321957
11903,Heerlen,196541,321957
11903,Heerlen,196394,321962
11903,Heerlen,196394,321962
11903,Heerlen,196394,321962
11903,Heerlen,196886,322052
11903,Heerlen,196886,322052
11903,Heerlen,196826,322230
11903,Heerlen,196826,322230
11909,Borgharen,176200,321600
11909,Borgharen,176200,321600
11909,Borgharen,176200,321600
11909,Borgharen,176200,321600
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11909,Borgharen,176140,321700
11903,Heerlen,196822,322209
11909,Borgharen,176346,321440
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11909,Borgharen,176346,321440
11909,Borgharen,176346,321440
11909,Borgharen,176259,321605
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11909,Borgharen,176259,321605
11909,Borgharen,176259,321605
11903,Heerlen,196822,322209
11909,Borgharen,176259,321605
11909,Borgharen,176259,321605
11909,Borgharen,176259,321605
11909,Borgharen,176259,321605
11909,Borgharen,176259,321605
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11903,Heerlen,196822,322209
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11903,Heerlen,196822,322209
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11903,Heerlen,196822,322209
11903,Heerlen,196822,322209
11909,Borgharen,176257,321635
11903,Heerlen,196822,322209
11903,Heerlen,196300,321800
11903,Heerlen,196300,321800
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11903,Heerlen,196300,321800
11909,Borgharen,176270,321650
11903,Heerlen,196400,322000
11903,Heerlen,196400,322000
11903,Heerlen,196800,322500
11909,Borgharen,176270,321650
11903,Heerlen,196350,321900
11903,Heerlen,196640,321940
11909,Borgharen,176270,321650
11903,Heerlen,196454,321809
11903,Heerlen,196454,321809
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11903,Heerlen,196454,321809
11903,Heerlen,196152,321815
11903,Heerlen,196800,322500
11909,Borgharen,176140,321700
11909,Borgharen,176140,321700
11918,Maastricht,177400,317850
11909,Borgharen,176140,321700
11918,Maastricht,177339,317807
11918,Maastricht,177339,317807
11918,Maastricht,177339,317807
11918,Maastricht,177339,317807
11918,Maastricht,177339,317807
11918,Maastricht,177352,317810
11909,Borgharen,176140,321700
11909,Borgharen,176346,321440
11909,Borgharen,176346,321440
11909,Borgharen,176259,321605
11909,Borgharen,176259,321605
11909,Borgharen,176259,321605
11909,Borgharen,176259,321605
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176257,321635
11909,Borgharen,176240,321390
11909,Borgharen,176240,321390
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11909,Borgharen,176270,321650
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11909,Borgharen,176270,321650
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11909,Borgharen,176270,321650
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11909,Borgharen,176270,321650
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11909,Borgharen,176270,321650
11927,Schaesberg,197961,322870
11909,Borgharen,176270,321650
11927,Schaesberg,197961,322870
11927,Schaesberg,197961,322870
11927,Schaesberg,197961,322870
11909,Borgharen,176270,321650
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11918,Maastricht,177400,317850
11918,Maastricht,177400,317850
11918,Maastricht,177400,317850
11918,Maastricht,177400,317850
11918,Maastricht,177400,317850
11918,Maastricht,177400,317850
11925,Borgharen,176530,321675
11927,Schaesberg,197959,322873
11925,Borgharen,176530,321675
11927,Schaesberg,197959,322873
11925,Borgharen,176539,321773
11927,Schaesberg,197959,322873
11925,Borgharen,176539,321773
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11925,Borgharen,176539,321773
6058,Haasdal,186600,322900
6058,Haasdal,186600,322900
6058,Haasdal,186560,322850
6058,Haasdal,186560,322850
11927,Schaesberg,197848,322902
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11939,Margraten,186133,314896
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11925,Borgharen,176539,321773
11939,Margraten,186133,314896
11939,Margraten,186133,314896
11939,Margraten,186133,314896
11939,Margraten,186133,314896
11939,Margraten,186133,314896
11939,Margraten,186133,314896
11925,Borgharen,176539,321773
11939,Margraten,186118,314910
11939,Margraten,186118,314910
11939,Margraten,186118,314910
11939,Margraten,186118,314910
11939,Margraten,186118,314910
11939,Margraten,186118,314910
11939,Margraten,186118,314910
11925,Borgharen,176539,321773
6058,Haasdal,186560,322850
6058,Haasdal,186522,322879
6058,Haasdal,186522,322879
11927,Schaesberg,197837,322790
11947,Bocholtz,199640,313760
11947,Bocholtz,199640,313760
11947,Bocholtz,199640,313760
11947,Bocholtz,199640,313760
11947,Bocholtz,199640,313760
11927,Schaesberg,197848,322902
11947,Bocholtz,199640,313760
11947,Bocholtz,199640,313760
11947,Bocholtz,199500,313800
11947,Bocholtz,199500,313800
11947,Bocholtz,199500,313800
11947,Bocholtz,199500,313800
11947,Bocholtz,199500,313800
11947,Bocholtz,199640,313760
11947,Bocholtz,199640,313760
11947,Bocholtz,199550,313813
11947,Bocholtz,199650,313760
11927,Schaesberg,197848,322902
11927,Schaesberg,197848,322902
11927,Schaesberg,197961,322870
11927,Schaesberg,197961,322870
11961,Eckelrade,181500,313162
11927,Schaesberg,197959,322873
11961,Eckelrade,181506,313162
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11961,Eckelrade,181506,313162
11961,Eckelrade,181506,313162
11961,Eckelrade,181506,313162
11939,Margraten,186000,315000
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11939,Margraten,186000,315000
11939,Margraten,186133,314896
11939,Margraten,186133,314896
11939,Margraten,186133,314896
11961,Eckelrade,181522,313134
11939,Margraten,186133,314896
11961,Eckelrade,181522,313134
11939,Margraten,186133,314896
11961,Eckelrade,181522,313134
11939,Margraten,186133,314896
11939,Margraten,186133,314896
11939,Margraten,186133,314896
11939,Margraten,186118,314910
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11927,Schaesberg,197959,322873
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11970,Limmel,177481,320101
11970,Limmel,177481,320101
11927,Schaesberg,197959,322873
11970,Limmel,177481,320101
11970,Limmel,177481,320101
11970,Limmel,177481,320101
11970,Limmel,177481,320101
11970,Limmel,177481,320101
11927,Schaesberg,197959,322873
11927,Schaesberg,197959,322873
11953,Brunssum,195950,330000
11953,Brunssum,195950,330000
11953,Brunssum,195970,330075
11958,Brunssum,194021,328184
11958,Brunssum,194021,328184
11958,Brunssum,194021,328184
11958,Brunssum,194021,328184
11961,Eckelrade,181500,313162
11961,Eckelrade,181500,313162
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11961,Eckelrade,181500,313162
11961,Eckelrade,181500,313162
11961,Eckelrade,181500,313162
11961,Eckelrade,181506,313162
11974,Eijsden,177750,309880
11974,Eijsden,177750,309880
11974,Eijsden,177750,309880
11961,Eckelrade,181506,313162
11961,Eckelrade,181506,313162
11974,Eijsden,177750,309880
11961,Eckelrade,181506,313162
11961,Eckelrade,181506,313162
11974,Eijsden,177836,309825
11961,Eckelrade,181506,313162
11974,Eijsden,177770,309767
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11974,Eijsden,177695,309835
11974,Eijsden,177695,309835
11974,Eijsden,177695,309835
11961,Eckelrade,181522,313134
11974,Eijsden,177750,309824
11974,Eijsden,177750,309824
11995,Kerkrade,202820,319900
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11995,Kerkrade,202820,319900
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11961,Eckelrade,181522,313134
11995,Kerkrade,202751,319778
11995,Kerkrade,202751,319778
11961,Eckelrade,181522,313134
11995,Kerkrade,202718,319765
11995,Kerkrade,202718,319765
11961,Eckelrade,181522,313134
11970,Limmel,177481,320101
11995,Kerkrade,202718,319765
11995,Kerkrade,202718,319765
11995,Kerkrade,202718,319765
11995,Kerkrade,202820,319780
11970,Limmel,177564,320041
11970,Limmel,177564,320041
12010,Kerkrade,198536,318270
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11970,Limmel,177564,320041
11974,Eijsden,177750,309880
11974,Eijsden,177750,309880
11974,Eijsden,177750,309880
11974,Eijsden,177836,309825
11927,Schaesberg,197837,322790
12010,Kerkrade,198536,318270
12010,Kerkrade,198536,318270
12010,Kerkrade,198536,318270
12010,Kerkrade,198536,318270
12010,Kerkrade,198536,318270
12010,Kerkrade,198536,318270
11974,Eijsden,177836,309825
11974,Eijsden,177770,309767
11974,Eijsden,177695,309835
12010,Kerkrade,198700,318213
12010,Kerkrade,198540,318270
12010,Kerkrade,198540,318270
12010,Kerkrade,198540,318270
12010,Kerkrade,198540,318270
12010,Kerkrade,198540,318270
11947,Bocholtz,199640,313760
11947,Bocholtz,199640,313760
11947,Bocholtz,199640,313760
12010,Kerkrade,198520,318294
12010,Kerkrade,198520,318294
12010,Kerkrade,198520,318294
12010,Kerkrade,198520,318294
12010,Kerkrade,198520,318294
12010,Kerkrade,198520,318294
11947,Bocholtz,199640,313760
11974,Eijsden,177695,309835
12010,Kerkrade,198641,318325
12011,Eygelshoven,202250,323350
12011,Eygelshoven,202250,323350
