abr_combined_code,combined_label_nl,combined_uri,ware_label_nl,ware_uri,form_code,form_label_nl,typology_abr
BRDPOT.NB89,Belgisch rood:pot - Niederbieber 89/Brunsting 3:dekselgeul,https://data.cultureelerfgoed.nl/term/id/abr/c6887277-ab37-46d4-8c69-223599af5fce,"gladwandig aardewerk, Low Lands ware 1, oxiderend",https://data.cultureelerfgoed.nl/term/id/abr/91f063c2-09b4-4c41-bf97-facba867c747,POT,pot,Niederbieber 89/Brunsting 3:dekselgeul
BRDWRIJF,Belgisch rood:wrijfschaal,https://data.cultureelerfgoed.nl/term/id/abr/5ca5b028-e68e-4625-814a-bc3b5dda20af,"gladwandig aardewerk, Low Lands ware 1, oxiderend",https://data.cultureelerfgoed.nl/term/id/abr/91f063c2-09b4-4c41-bf97-facba867c747,TSWRIJF,wrijfschaal,
BRDWRIJF.ST148,Belgisch rood:wrijfschaal - Stuart 148:verticale rand,https://data.cultureelerfgoed.nl/term/id/abr/48649d88-ee8b-47cf-a476-4bfaabf6f651,"gladwandig aardewerk, Low Lands ware 1, oxiderend",https://data.cultureelerfgoed.nl/term/id/abr/91f063c2-09b4-4c41-bf97-facba867c747,TSWRIJF,wrijfschaal,Stuart 148:verticale rand
BRDWRIJF.ST149,Belgisch rood:wrijfschaal - Stuart 149:horizontale rand,https://data.cultureelerfgoed.nl/term/id/abr/0bc1332e-0a38-419b-ac37-a35656620283,"gladwandig aardewerk, Low Lands ware 1, oxiderend",https://data.cultureelerfgoed.nl/term/id/abr/91f063c2-09b4-4c41-bf97-facba867c747,TSWRIJF,wrijfschaal,Stuart 149:horizontale rand
BRIQUET,briquetage-aardewerk:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/6d5436ee-664b-43ca-9841-080f5a334bf8,briquetage materiaal,https://data.cultureelerfgoed.nl/term/id/abr/51a71eea-00d8-4880-9c07-2a52a656f06e,,aardewerk:onbepaald (PREH),
BRIQUET.CIL,briquetage-aardewerk:cilinder:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/a3670ba7-8f13-4e85-8d4e-7bdfd5fc7d89,briquetage materiaal,https://data.cultureelerfgoed.nl/term/id/abr/51a71eea-00d8-4880-9c07-2a52a656f06e,,aardewerk:onbepaald (PREH),
BRIQUET.GOOT,briquetage-aardewerk:zoutgoot,https://data.cultureelerfgoed.nl/term/id/abr/b68fc9bc-78aa-4b50-b45f-8d59d84b196c,briquetage materiaal,https://data.cultureelerfgoed.nl/term/id/abr/51a71eea-00d8-4880-9c07-2a52a656f06e,ZOUTGOOT,zoutgoot,
BRIQUET.KOM,briquetage-aardewerk:kom,https://data.cultureelerfgoed.nl/term/id/abr/3004196f-e33d-46ef-82c4-a9f36706ada5,briquetage materiaal,https://data.cultureelerfgoed.nl/term/id/abr/51a71eea-00d8-4880-9c07-2a52a656f06e,KOM.KOM,kom,
BRIQUET.POT,briquetage-aardewerk:pot,https://data.cultureelerfgoed.nl/term/id/abr/d5f2c05d-6cc8-47e0-959e-28ebcf5d9278,briquetage materiaal,https://data.cultureelerfgoed.nl/term/id/abr/51a71eea-00d8-4880-9c07-2a52a656f06e,POT,pot,
BRIQUET.STAAF,briquetage-aardewerk:staaf:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/0d6cf5d2-cdf9-412a-b856-4fad84833211,briquetage materiaal,https://data.cultureelerfgoed.nl/term/id/abr/51a71eea-00d8-4880-9c07-2a52a656f06e,,aardewerk:onbepaald (PREH),
BRIQUETA1,"briquetage-aardewerk, A1-waar:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/84cdcc6c-7a6d-4f6f-a972-3d6598220584,"briquetage-aardewerk, A1-waar",https://data.cultureelerfgoed.nl/term/id/abr/aa7d00e2-c562-41a4-bfc8-1dc627c96686,,aardewerk:onbepaald (PREH),
BRIQUETA1.CIL,"briquetage-aardewerk, A1-waar:cilinder:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/0807fd57-7701-4d72-b3c4-4894c242566a,"briquetage-aardewerk, A1-waar",https://data.cultureelerfgoed.nl/term/id/abr/aa7d00e2-c562-41a4-bfc8-1dc627c96686,,aardewerk:onbepaald (PREH),
BRIQUETA1.GOOT,"briquetage-aardewerk, A1-waar:zoutgoot",https://data.cultureelerfgoed.nl/term/id/abr/f0081ae8-379b-47b6-8431-e8d72bc7acd9,"briquetage-aardewerk, A1-waar",https://data.cultureelerfgoed.nl/term/id/abr/aa7d00e2-c562-41a4-bfc8-1dc627c96686,ZOUTGOOT,zoutgoot,
BRIQUETA1.KOM,"briquetage-aardewerk, A1-waar:kom",https://data.cultureelerfgoed.nl/term/id/abr/9e5cab4a-8839-4311-9d9e-2ca7b9e6b3a1,"briquetage-aardewerk, A1-waar",https://data.cultureelerfgoed.nl/term/id/abr/aa7d00e2-c562-41a4-bfc8-1dc627c96686,KOM.KOM,kom,
BRIQUETA1.POT,"briquetage-aardewerk, A1-waar:pot",https://data.cultureelerfgoed.nl/term/id/abr/79797dbe-8228-4752-aed1-c99bbe2a3b16,"briquetage-aardewerk, A1-waar",https://data.cultureelerfgoed.nl/term/id/abr/aa7d00e2-c562-41a4-bfc8-1dc627c96686,POT,pot,
BRIQUETA2,"briquetage-aardewerk, A2-waar:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/559a688d-380b-42e9-bcb1-1129abb6ed33,"briquetage-aardewerk, A2-waar",https://data.cultureelerfgoed.nl/term/id/abr/f0187d5e-87d8-4779-8e1e-593ffc68198d,,aardewerk:onbepaald (PREH),
BRIQUETA2.CIL,"briquetage-aardewerk, A2-waar:cilinder:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/8921050a-d6d6-45aa-b898-e427150516d2,"briquetage-aardewerk, A2-waar",https://data.cultureelerfgoed.nl/term/id/abr/f0187d5e-87d8-4779-8e1e-593ffc68198d,,aardewerk:onbepaald (PREH),
BRIQUETA2.GOOT,"briquetage-aardewerk, A2-waar:zoutgoot",https://data.cultureelerfgoed.nl/term/id/abr/079eec0b-d25b-4d20-a924-71d61105d227,"briquetage-aardewerk, A2-waar",https://data.cultureelerfgoed.nl/term/id/abr/f0187d5e-87d8-4779-8e1e-593ffc68198d,ZOUTGOOT,zoutgoot,
BRIQUETA2.KOM,"briquetage-aardewerk, A2-waar:kom",https://data.cultureelerfgoed.nl/term/id/abr/59636d76-9ec3-46b2-b025-a8042e628bec,"briquetage-aardewerk, A2-waar",https://data.cultureelerfgoed.nl/term/id/abr/f0187d5e-87d8-4779-8e1e-593ffc68198d,KOM.KOM,kom,
BRIQUETA2.POT,"briquetage-aardewerk, A2-waar:pot",https://data.cultureelerfgoed.nl/term/id/abr/c10dc5dc-9989-469b-96f4-a68549c50018,"briquetage-aardewerk, A2-waar",https://data.cultureelerfgoed.nl/term/id/abr/f0187d5e-87d8-4779-8e1e-593ffc68198d,POT,pot,
BRIQUETB1,"briquetage-aardewerk, B1-waar:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/733de28b-9b55-4b75-b86f-2b4a07011883,"briquetage-aardewerk, B1-waar",https://data.cultureelerfgoed.nl/term/id/abr/6d71929e-0a82-4cbc-99bb-86f560319547,,aardewerk:onbepaald (PREH),
BRIQUETB1.CIL,"briquetage-aardewerk, B1-waar:cilinder:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/b630c04a-2c8e-4983-846e-62836241a1d5,"briquetage-aardewerk, B1-waar",https://data.cultureelerfgoed.nl/term/id/abr/6d71929e-0a82-4cbc-99bb-86f560319547,,aardewerk:onbepaald (PREH),
BRIQUETB1.GOOT,"briquetage-aardewerk, B1-waar:zoutgoot",https://data.cultureelerfgoed.nl/term/id/abr/ef5f48dc-d5bb-49e8-bcb0-cf04900555ef,"briquetage-aardewerk, B1-waar",https://data.cultureelerfgoed.nl/term/id/abr/6d71929e-0a82-4cbc-99bb-86f560319547,ZOUTGOOT,zoutgoot,
BRIQUETB2,"briquetage-aardewerk, B2-waar:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/a1fbb105-f530-4c44-b0ad-097530c8b05b,"briquetage-aardewerk, B2-waar",https://data.cultureelerfgoed.nl/term/id/abr/71a62924-756e-40ba-a61e-38fe99dfcc3e,,aardewerk:onbepaald (PREH),
BRIQUETB2.CIL,"briquetage-aardewerk, B2-waar:cilinder:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/938bc961-d1cb-4e53-a20e-1ede56484850,"briquetage-aardewerk, B2-waar",https://data.cultureelerfgoed.nl/term/id/abr/71a62924-756e-40ba-a61e-38fe99dfcc3e,,aardewerk:onbepaald (PREH),
BRIQUETB2.GOOT,"briquetage-aardewerk, B2-waar:zoutgoot",https://data.cultureelerfgoed.nl/term/id/abr/87860833-5dc9-499f-9ba0-5d7bf60770f1,"briquetage-aardewerk, B2-waar",https://data.cultureelerfgoed.nl/term/id/abr/71a62924-756e-40ba-a61e-38fe99dfcc3e,ZOUTGOOT,zoutgoot,
BRIQUETB2.POT,"briquetage-aardewerk, B2-waar:pot",https://data.cultureelerfgoed.nl/term/id/abr/2bb72663-af2e-4c16-b895-6f920ec25781,"briquetage-aardewerk, B2-waar",https://data.cultureelerfgoed.nl/term/id/abr/71a62924-756e-40ba-a61e-38fe99dfcc3e,POT,pot,
BRUNBKR,Brunssum-Schinveld geelwit:beker,https://data.cultureelerfgoed.nl/term/id/abr/8180c98b-92dd-4f11-9c9a-d9506de6d38c,pingsdorfaardewerk (Zuid-Limburg type),https://data.cultureelerfgoed.nl/term/id/abr/ec2c5349-a70b-4334-80c5-fc41de29d979,BEKER,beker,
BRUNGRAP,Brunssum-Schinveld geelwit:grape,https://data.cultureelerfgoed.nl/term/id/abr/7f2193aa-6fc6-4354-9307-4a4e5a10b7ef,pingsdorfaardewerk (Zuid-Limburg type),https://data.cultureelerfgoed.nl/term/id/abr/ec2c5349-a70b-4334-80c5-fc41de29d979,GRAPE,grape,
BRUNKAN,Brunssum-Schinveld geelwit:kan,https://data.cultureelerfgoed.nl/term/id/abr/6efd5af9-fd0b-48ce-84f1-7a05534c1653,pingsdorfaardewerk (Zuid-Limburg type),https://data.cultureelerfgoed.nl/term/id/abr/ec2c5349-a70b-4334-80c5-fc41de29d979,KAN,kan,
BRUNKOM,Brunssum-Schinveld geelwit:kom,https://data.cultureelerfgoed.nl/term/id/abr/1d913030-547c-472a-be39-901c944ce232,pingsdorfaardewerk (Zuid-Limburg type),https://data.cultureelerfgoed.nl/term/id/abr/ec2c5349-a70b-4334-80c5-fc41de29d979,KOM.KOM,kom,
BRUNKRK,Brunssum-Schinveld geelwit:kruik,https://data.cultureelerfgoed.nl/term/id/abr/6f929fc9-87d0-4887-b854-aedcf305c42b,pingsdorfaardewerk (Zuid-Limburg type),https://data.cultureelerfgoed.nl/term/id/abr/ec2c5349-a70b-4334-80c5-fc41de29d979,MKKRUIK,kruik,
BRUNPAN,Brunssum-Schinveld geelwit:steelpan,https://data.cultureelerfgoed.nl/term/id/abr/5272760a-9f51-47b7-95f6-cf519a437fd0,pingsdorfaardewerk (Zuid-Limburg type),https://data.cultureelerfgoed.nl/term/id/abr/ec2c5349-a70b-4334-80c5-fc41de29d979,PAN.BAK,bakpan,
BRUNPOT,"Brunssum-Schinveld geelwit:pot,bolvormig",https://data.cultureelerfgoed.nl/term/id/abr/779ff8f7-aa05-4a65-bdf3-8a97dc919f53,pingsdorfaardewerk (Zuid-Limburg type),https://data.cultureelerfgoed.nl/term/id/abr/ec2c5349-a70b-4334-80c5-fc41de29d979,POT,pot,
BRUNTUIT,Brunssum-Schinveld geelwit:tuitpot,https://data.cultureelerfgoed.nl/term/id/abr/b2b5254c-0b2a-4c29-84a7-1d79104e5635,pingsdorfaardewerk (Zuid-Limburg type),https://data.cultureelerfgoed.nl/term/id/abr/ec2c5349-a70b-4334-80c5-fc41de29d979,TUITPOT,tuitpot,
BSTG,bijna-steengoed:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/8e6e6172-0cfd-49dc-8bf1-23323422f14a,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,XXX,object onbepaald,
BSTG.BEKER,bijna-steengoed:beker,https://data.cultureelerfgoed.nl/term/id/abr/d8b968bf-9e50-42eb-8800-0c6c71577fb4,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,BEKER,beker,
BSTG.DEKSEL,bijna-steengoed:deksel,https://data.cultureelerfgoed.nl/term/id/abr/08b5225b-f2e8-4d00-abfa-af0a0d5d14b2,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,DEKSEL,deksel,
BSTG.GRAPE,bijna-steengoed:grape,https://data.cultureelerfgoed.nl/term/id/abr/14489503-5991-4630-8026-17748a513b57,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,GRAPE,grape,
BSTG.KAN,bijna-steengoed:kan,https://data.cultureelerfgoed.nl/term/id/abr/dfcec69b-8ae7-4a83-b876-5717767f4d2e,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,KAN,kan,
BSTG.KGP,bijna-steengoed:kogelpot,https://data.cultureelerfgoed.nl/term/id/abr/74384746-a2f9-455d-ac0e-ecf13ae86df8,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,KEUKENG,keuken/tafelgerei,
BSTG.KOM,bijna-steengoed:kom,https://data.cultureelerfgoed.nl/term/id/abr/f0ed8e98-b667-446e-9d0b-a1790b465d41,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,KOM.KOM,kom,
BSTG.KRUIK,bijna-steengoed:kruik,https://data.cultureelerfgoed.nl/term/id/abr/8e4438cd-770f-41ff-921d-59a12e559362,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,MKKRUIK,kruik,
BSTG.SMELTKRS,bijna-steengoed:smeltkroes,https://data.cultureelerfgoed.nl/term/id/abr/61804569-a7a1-42c5-80f9-f738fe83f57a,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,SMELTKRS,smeltkroes,
BSTG.TUITKAN,bijna-steengoed:tuitkan,https://data.cultureelerfgoed.nl/term/id/abr/53c37b3a-ef54-431b-bbb8-3222aef0b2cd,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,TUITKAN,tuitkan,
BSTG.VELDFLES,bijna-steengoed:veldfles,https://data.cultureelerfgoed.nl/term/id/abr/dda3ded9-c1b0-4593-b060-7b132b7ab01e,bijna-steengoed,https://data.cultureelerfgoed.nl/term/id/abr/b2a87c16-1cb9-4a68-8100-985c8a7dc555,FLES.VELDFLES,veldfles,
CILINDER.VDBROEKA,cilinder - Van de Broeke type A:zoutcilinder,https://data.cultureelerfgoed.nl/term/id/abr/3447c967-55c1-4e9d-b0c3-32aca784bd26,briquetage materiaal,https://data.cultureelerfgoed.nl/term/id/abr/51a71eea-00d8-4880-9c07-2a52a656f06e,ZOUTCILINDER,zoutcilinder,Van de Broeke type A:zoutcilinder
CILINDER.VDBROEKB,cilinder - Van de Broeke type B,https://data.cultureelerfgoed.nl/term/id/abr/e42a5507-8bd9-47a1-ba8e-ec4e34b043fb,briquetage materiaal,https://data.cultureelerfgoed.nl/term/id/abr/51a71eea-00d8-4880-9c07-2a52a656f06e,ZOUTCILINDER,zoutcilinder,Van de Broeke type B
DBS,Domburgstijlgroep:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/698c6ab0-577e-4168-9258-2fe950bafa96,Domburgstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/a17e62de-6274-4816-b125-e7f39fbc2355,,aardewerk:onbepaald (PREH),
DBS.BEKER,Domburgstijlgroep:beker,https://data.cultureelerfgoed.nl/term/id/abr/4bd59cd7-a4c2-455a-a3bb-02fd238282f0,Domburgstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/a17e62de-6274-4816-b125-e7f39fbc2355,BEKER,beker,
DBS.FLES,Domburgstijlgroep:fles,https://data.cultureelerfgoed.nl/term/id/abr/fb0ed8df-fce5-4776-b9ef-1918a12d9021,Domburgstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/a17e62de-6274-4816-b125-e7f39fbc2355,FLES,fles,
DBS.KOM,Domburgstijlgroep:kom,https://data.cultureelerfgoed.nl/term/id/abr/501b1efb-4b21-46f9-a33c-7fcc12e6aed1,Domburgstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/a17e62de-6274-4816-b125-e7f39fbc2355,KOM.KOM,kom,
DBS.MISBAKSL,Domburgstijlgroep:misbaksel,https://data.cultureelerfgoed.nl/term/id/abr/9fc4a6b4-acfa-481a-8976-0599509a3999,Domburgstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/a17e62de-6274-4816-b125-e7f39fbc2355,MISBAKSL,misbaksel,
DBS.POT,Domburgstijlgroep:pot,https://data.cultureelerfgoed.nl/term/id/abr/de3230df-a915-446c-b757-aee4976a56e4,Domburgstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/a17e62de-6274-4816-b125-e7f39fbc2355,POT,pot,
DBS.SCHAAL,Domburgstijlgroep:schaal,https://data.cultureelerfgoed.nl/term/id/abr/3f04dd58-8cd2-405b-a64b-0c767a5bad46,Domburgstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/a17e62de-6274-4816-b125-e7f39fbc2355,SCHAAL,schaal,
DBS.ZEEF,Domburgstijlgroep:zeef,https://data.cultureelerfgoed.nl/term/id/abr/7e7ebb02-711f-4ebb-8389-0bdf88bdb566,Domburgstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/a17e62de-6274-4816-b125-e7f39fbc2355,ZEEF,zeef,
DEKSL.AARD,aardewerk; gedraaid; Fayence; Delfts blauw,https://data.cultureelerfgoed.nl/term/id/abr/b9a646b3-5333-4492-8e20-9d2a0ff5e503,faience uit Delft,https://data.cultureelerfgoed.nl/term/id/abr/c51373cd-3485-4036-9402-1e476ad462d8,DEKSEL,deksel,
DELFTSBL.ZALF,Delfts blauw/polychroom:zalfpot/apothekerspot,https://data.cultureelerfgoed.nl/term/id/abr/ed50bcb0-22a3-4f41-98c3-45d2a5d2dc1c,faience uit Delft,https://data.cultureelerfgoed.nl/term/id/abr/c51373cd-3485-4036-9402-1e476ad462d8,ZALFPOT,zalfpot,
DHS,Den Haagstijlgroep:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/952199f6-0838-48ee-8bd3-45f0d1b72c44,Den Haagstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/71edbbba-1dda-40c8-a6c8-956cfe8d107f,,aardewerk:onbepaald (PREH),
DHS.BEKER,Den Haagstijlgroep:beker,https://data.cultureelerfgoed.nl/term/id/abr/5cedeb2c-d6ca-48ab-8080-86be34e1d7f2,Den Haagstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/71edbbba-1dda-40c8-a6c8-956cfe8d107f,BEKER,beker,
DHS.FLES,Den Haagstijlgroep:fles,https://data.cultureelerfgoed.nl/term/id/abr/58df95db-4301-498e-a49b-7185ffce7ae5,Den Haagstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/71edbbba-1dda-40c8-a6c8-956cfe8d107f,FLES,fles,
DHS.KOM,Den Haagstijlgroep:kom,https://data.cultureelerfgoed.nl/term/id/abr/9d0f1a59-64b9-4b61-9b4a-f228cb47af12,Den Haagstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/71edbbba-1dda-40c8-a6c8-956cfe8d107f,KOM.KOM,kom,
DHS.MISBAKSL,Den Haagstijlgroep:misbaksel,https://data.cultureelerfgoed.nl/term/id/abr/0a7ed97f-a949-4ba4-86d7-3bb2814498b9,Den Haagstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/71edbbba-1dda-40c8-a6c8-956cfe8d107f,MISBAKSL,misbaksel,
DHS.POT,Den Haagstijlgroep:pot,https://data.cultureelerfgoed.nl/term/id/abr/409a2ec3-3ce5-4ac2-abe0-dbc19ab23cef,Den Haagstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/71edbbba-1dda-40c8-a6c8-956cfe8d107f,POT,pot,
DHS.SCHAAL,Den Haagstijlgroep:schaal,https://data.cultureelerfgoed.nl/term/id/abr/a0d2ce46-ce29-4e9e-8952-260971e557c4,Den Haagstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/71edbbba-1dda-40c8-a6c8-956cfe8d107f,SCHAAL,schaal,
DHS.ZEEF,Den Haagstijlgroep:zeef,https://data.cultureelerfgoed.nl/term/id/abr/f4bf0d3b-d0e2-4279-9a9b-d6e1835a8d75,Den Haagstijlgroep,https://data.cultureelerfgoed.nl/term/id/abr/71edbbba-1dda-40c8-a6c8-956cfe8d107f,ZEEF,zeef,
DIEBURG,dieburgaardewerk:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/56424090-fe80-45c2-9a8c-86f0ab343856,dieburgaardewerk,https://data.cultureelerfgoed.nl/term/id/abr/924d0bcc-e4ad-4d31-8ac6-8e9a68ed276e,XXX,object onbepaald,
DIEBURG.BEKER,dieburgaardewerk:beker,https://data.cultureelerfgoed.nl/term/id/abr/635bfc36-d91a-436c-a980-7bf47c4ae44e,dieburgaardewerk,https://data.cultureelerfgoed.nl/term/id/abr/924d0bcc-e4ad-4d31-8ac6-8e9a68ed276e,BEKER,beker,
DIEBURG.FLES,dieburgaardewerk:fles,https://data.cultureelerfgoed.nl/term/id/abr/ed1803cc-7e86-4e84-a244-a828dbb09f46,dieburgaardewerk,https://data.cultureelerfgoed.nl/term/id/abr/924d0bcc-e4ad-4d31-8ac6-8e9a68ed276e,FLES,fles,
DIEBURG.KAN,dieburgaardewerk:kan,https://data.cultureelerfgoed.nl/term/id/abr/b458f6ff-5ec9-4196-b25e-ede7c1eb8225,dieburgaardewerk,https://data.cultureelerfgoed.nl/term/id/abr/924d0bcc-e4ad-4d31-8ac6-8e9a68ed276e,KAN,kan,
DIEBURG.POT,dieburgaardewerk:pot,https://data.cultureelerfgoed.nl/term/id/abr/4f366742-07c9-428e-8492-a86aa7933e75,dieburgaardewerk,https://data.cultureelerfgoed.nl/term/id/abr/924d0bcc-e4ad-4d31-8ac6-8e9a68ed276e,POT,pot,
DIK,dikwandig:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/60438e08-041c-4055-86a2-a096e249cbb4,dikwandig,https://data.cultureelerfgoed.nl/term/id/abr/e2b817ab-ee0d-44ff-a918-b87b120b0e6c,,aardewerk:onbepaald (PREH),
DKS,Drakenstein-aardewerk:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/3fb8628d-333d-4e62-a08e-82a1f964ac96,Drakenstein-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/bdc3233e-829f-4466-9a9e-ed0a9ae6a6f1,,aardewerk:onbepaald (PREH),
DKS.KOM,Drakenstein-aardewerk:kom,https://data.cultureelerfgoed.nl/term/id/abr/bb3dc5ec-b39e-4cf7-b2ea-3e3e59983087,Drakenstein-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/bdc3233e-829f-4466-9a9e-ed0a9ae6a6f1,KOM.KOM,kom,
DKS.MISBAKSL,Drakenstein-aardewerk:misbaksel,https://data.cultureelerfgoed.nl/term/id/abr/fd20dca9-0315-4d88-9c3e-e9a3afa00ba7,Drakenstein-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/bdc3233e-829f-4466-9a9e-ed0a9ae6a6f1,MISBAKSL,misbaksel,
DKS.POT,Drakenstein-aardewerk:pot,https://data.cultureelerfgoed.nl/term/id/abr/d5794834-b5c7-48aa-be5f-1bed73ecc28d,Drakenstein-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/bdc3233e-829f-4466-9a9e-ed0a9ae6a6f1,POT,pot,
DKS.SCHAAL,Drakenstein-aardewerk:schaal,https://data.cultureelerfgoed.nl/term/id/abr/55341682-b658-4255-b20b-4daa78a00472,Drakenstein-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/bdc3233e-829f-4466-9a9e-ed0a9ae6a6f1,SCHAAL,schaal,
DKSDUBCO,Drakenstein-aardewerk:dubbelconisch,https://data.cultureelerfgoed.nl/term/id/abr/535f78ce-eca7-4c51-adec-26d8c2084606,Drakenstein-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/bdc3233e-829f-4466-9a9e-ed0a9ae6a6f1,POT,pot,
DKSTON,Drakenstein-aardewerk:tonvormig,https://data.cultureelerfgoed.nl/term/id/abr/9449175b-9fbc-4aae-a2b7-3817c7571e7c,Drakenstein-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/bdc3233e-829f-4466-9a9e-ed0a9ae6a6f1,,aardewerk:onbepaald (PREH),
DOLIUM.DOLIUM,dolium aardewerk:dolium,https://data.cultureelerfgoed.nl/term/id/abr/3d62519e-49fd-47e1-aba6-3b19146443ad,dolium aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/c4d3949e-30e5-4f91-a9da-840f0adcdf24,DOLIUM,dolium,
DOLIUM.DOLIUMGR,dolium aardewerk:dolium groot formaat,https://data.cultureelerfgoed.nl/term/id/abr/84b773b9-0ea8-466f-973b-1b7e3425eb74,dolium aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/c4d3949e-30e5-4f91-a9da-840f0adcdf24,DOLIUM,dolium,
DOLIUM.DOLIUMKL,dolium aardewerk:dolium klein formaat,https://data.cultureelerfgoed.nl/term/id/abr/a5a4a60f-9bb1-49f1-be57-52aa7804de40,dolium aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/c4d3949e-30e5-4f91-a9da-840f0adcdf24,DOLIUM,dolium,
DOLIUM.DOLIUMKLGLD,dolium aardewerk:dolium klein formaat (gladwandig),https://data.cultureelerfgoed.nl/term/id/abr/80d12249-51a2-4b02-8424-446ced2c067d,dolium aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/c4d3949e-30e5-4f91-a9da-840f0adcdf24,DOLIUM,dolium,
DOLIUM.DOLIUMKLRUW,dolium aardewerk:dolium groot formaat (ruwwandig),https://data.cultureelerfgoed.nl/term/id/abr/30530bde-11bc-419b-b707-050eb72e2c80,dolium aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/c4d3949e-30e5-4f91-a9da-840f0adcdf24,DOLIUM,dolium,
DOLIUM.ONB,dolium aardewerk:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/b3f9a2ca-4106-412d-8d31-b55fe3cf9c5d,dolium aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/c4d3949e-30e5-4f91-a9da-840f0adcdf24,,aardewerk:onbepaald (ROM),
DOLIUMMAAS,"dolium aardewerk, Maasland:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/0dba8b12-fb77-466e-b79e-e1b3ef9ade79,"dolium aardewerk, Maasland",https://data.cultureelerfgoed.nl/term/id/abr/a2b460e7-8946-48dd-b241-483352a7c205,,aardewerk:onbepaald (ROM),
DOLIUMMAAS.DOLIUM,"dolium aardewerk, Maasland:dolium",https://data.cultureelerfgoed.nl/term/id/abr/66da8150-53d0-4f53-8276-1aeb3a6e0b66,"dolium aardewerk, Maasland",https://data.cultureelerfgoed.nl/term/id/abr/a2b460e7-8946-48dd-b241-483352a7c205,DOLIUM,dolium,
