report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text,std_vocabulary,std_ware_code,std_ware_label,std_form_code,std_form_label,std_combined_code,std_combined_label
12715,322200,67,Flagon,s2-kan-59,s2-kan-59,Flagon,1,,,claude,present,8,Typology code s2-kan-59 given in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan-59
1
421
1
0, 07",ABR,,,MKKRUIK,kruik,,
12715,322200,67,Flagon,s2-kan,s2-kan,Flagon,4,,,claude,present,8,Typology code s2-kan given in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan
25
461
4
-",ABR,,,MKKRUIK,kruik,,
12715,322200,67,Globular pot,s5-kog,s5-kog,Globular pot,1,,,claude,present,8,Typology code s5-kog given in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s5-kog
1
21
1
0, 16",,,,,,,
12715,322200,67,Pot,s2-pot,s2-pot,Pot,2,,,claude,present,8,Typology code s2-pot given in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-pot
3
781
2
-",,,,,,,
12715,322200,67,Stoneware spindle whorl,s2-spi-1,s2-spi-1,Stoneware spindle whorl,1,,,claude,present,7,Typology code s2-spi-1 given in 'overig steengoed' table; spi likely spindle whorl made of stoneware.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,5,"s2-spi-1
1
7
1
-",,,,,,,
12715,322200,67,"Stoneware (indet., Langerwehe)",s2-,s2-,"Stoneware (indet., Langerwehe)",2,,,claude,present,7,Indeterminate Langerwehe stoneware (s2) listed in table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,5,"Langerwehe
62
1.916
12
0, 78
s2-
10
295
2
-",,,,,,,
12715,322200,67,Beaker (Langerwehe),s2-bek-7,s2-bek-7,Beaker (Langerwehe),1,,,claude,present,8,Typology code s2-bek-7 given in Langerwehe section of 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-bek-7
1
40
1
-",ABR,,,BEKER,beker,,
12715,322200,67,Flagon (Langerwehe),s2-kan-11,s2-kan-11,Flagon (Langerwehe),1,,,claude,present,8,Typology code s2-kan-11 given in Langerwehe section of 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan-11
1
56
1
0, 16",ABR,,,MKKRUIK,kruik,,
12715,322200,67,Flagon (Langerwehe),s2-kan-23,s2-kan-23,Flagon (Langerwehe),1,,,claude,present,8,Typology code s2-kan-23 given in Langerwehe section of 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan-23
35
702
1
0, 33",ABR,,,MKKRUIK,kruik,,
12715,322200,67,Flagon (Langerwehe),s2-kan-31,s2-kan-31,Flagon (Langerwehe),1,,,claude,present,8,Typology code s2-kan-31 given in Langerwehe section of 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan-31
4
112
1
0, 15",ABR,,,MKKRUIK,kruik,,
12715,322200,67,Flagon (Langerwehe),s2-kan,s2-kan,Flagon (Langerwehe),6,,,claude,present,8,Typology code s2-kan given in Langerwehe section of 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan
11
711
6
0, 14",ABR,,,MKKRUIK,kruik,,
12715,322200,67,"Stoneware (indet., Langerwehe/Raeren)",s2-,s2-,"Stoneware (indet., Langerwehe/Raeren)",,,,claude,present,7,Indeterminate Langerwehe/Raeren stoneware (s2) listed in table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,5,"Langerwehe/Raeren
30
572
2
-
s2-
12
119
-
-",,,,,,,
12715,322200,67,Flagon (Langerwehe/Raeren),s2-kan,s2-kan,Flagon (Langerwehe/Raeren),2,,,claude,present,8,Typology code s2-kan given in Langerwehe/Raeren section of 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan
18
453
2
-",ABR,,,MKKRUIK,kruik,,
12715,322200,67,"Stoneware (indet., Raeren)",s2-,s2-,"Stoneware (indet., Raeren)",,,,claude,present,7,Indeterminate Raeren stoneware (s2) listed in table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,5,"Raeren
28
1.056
6
1, 52
s2-
2
16
-",,,,,,,
12715,322200,67,Flagon (Raeren),s2-kan-29,s2-kan-29,Flagon (Raeren),1,,,claude,present,8,Typology code s2-kan-29 given in Raeren section of 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan-29
3
60
1
0, 37",ABR,,,MKKRUIK,kruik,,
12715,322200,67,Flagon (Raeren),s2-kan-63,s2-kan-63,Flagon (Raeren),1,,,claude,present,8,Typology code s2-kan-63 given in Raeren section of 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan-63
4
260
1
1, 00",ABR,,,MKKRUIK,kruik,,
12715,322200,107,Pottery,,aardewerk,Pottery,,,,claude,present,0,"general mention that pottery occurs at the site, not a discrete object",8,Pottery sherds were documented as cultural artefacts in the botanical samples from the site.,0,no date stated,3,"De aanwezigheid van zoölogische resten (bot, insecten, mollusken, etc.) en eventuele culturele artefacten (aardewerk, metaal, glas, etc.) is ook gedocumenteerd.",,,,,,,
12715,322200,108,Pottery,,keramiekfragmenten,Pottery,,,,claude,present,0,"general mention that pottery occurs at the site, not a discrete object",9,Pottery sherds explicitly found in all pit samples as settlement refuse.,0,no date stated,3,De waardering liet zien dat alle monsters uit de kuilen nederzettingsafval bevatten zoals keramiekfragmenten en stukken houtskool.,,,,,,,
12715,Heerlen,120,Pottery,,fragmenten aardewerk,Pottery,,,,claude,present,0,"general mention that pottery occurs at the site, not a discrete object",9,Pottery fragments explicitly found in the upper layers of the barrel well fill.,0,no date stated,3,"Hetzelfde geldt voor onverbrand bot en de anorganische materialen zoals slak, fragmenten leisteen en fragmenten aardewerk.",,,,,,,
12715,Heerlen,126,Roman ware,,Romeins aardewerk,Roman ware,,-12,450,claude_text,present,7,Explicitly named as Romeins aardewerk found in pits 12 and 65.,9,Explicitly stated as found in two of the three pits (kuilen 12 en 65).,8,date read from the passage,8,"Hoewel er in twee van de drie kuilen (kuilen 12 en 65) een aantal fragmenten Romeins aardewerk is aangetroffen, geeft het overige aardewerk een vergelijkend beeld met de onderstaande dateringen.",,,,,,,
12715,322200,129,Pottery,,aardewerk,Pottery,,,,claude,present,0,"general mention that pottery occurs at the site, not a discrete object",9,Explicitly described as the Roman finds material from the excavation area.,0,no date stated,3,"Het materiaal bestaat uit bouwkeramiek, natuursteen en aardewerk. Het aardewerk bestaat voor de overgrote meerderheid uit draaischijfaardewerk, waarbinnen de nadruk ligt op gladwandig, ruwwandig en geverfde waar.",ABR,GLD,gladwandig Romeins aardewerk,,,,
12715,322200,129,Wheel-thrown ware,,draaischijfaardewerk,Wheel-thrown ware,,50,150,claude_text,present,0,"general mention that pottery occurs at the site, not a discrete object",9,Explicitly stated as the predominant ware type in the Roman pottery assemblage.,8,date read from the passage,6,"Het aardewerk bestaat voor de overgrote meerderheid uit draaischijfaardewerk, waarbinnen de nadruk ligt op gladwandig, ruwwandig en geverfde waar.",ABR,GLD,gladwandig Romeins aardewerk,,,,
12715,322200,129,Smooth-walled ware,,gladwandig,Smooth-walled ware,,50,150,claude_text,present,0,"general mention that pottery occurs at the site, not a discrete object",9,Explicitly listed as one of the main ware types in the Roman pottery assemblage.,8,date read from the passage,6,"waarbinnen de nadruk ligt op gladwandig, ruwwandig en geverfde waar",ABR,GLD,gladwandig Romeins aardewerk,,,,
12715,322200,129,Coarse ware,,ruwwandig,Coarse ware,,50,150,claude_text,present,0,"general mention that pottery occurs at the site, not a discrete object",9,Explicitly listed as one of the main ware types in the Roman pottery assemblage.,8,date read from the passage,6,"waarbinnen de nadruk ligt op gladwandig, ruwwandig en geverfde waar",ABR,RUW,ruwwandig Romeins aardewerk,,,,
12715,322200,129,Colour-coated ware,,geverfde waar,Colour-coated ware,,50,150,claude_text,present,0,"general mention that pottery occurs at the site, not a discrete object",9,Explicitly listed as one of the main ware types in the Roman pottery assemblage.,8,date read from the passage,6,"waarbinnen de nadruk ligt op gladwandig, ruwwandig en geverfde waar",ABR,GEVERFD,geverfd aardewerk,,,,
12715,Heerlen,169,Pottery,,aardewerk uit de Romeinse tijd,Pottery,,-12,450,claude_text,present,0,"general mention that pottery occurs at the site, not a discrete object",7,"Text states much Roman pottery was found, though it is described as intrusive/heavily weathered material.",8,date read from the passage,5,Het vele aardewerk uit de Romeinse tijd doet vermoeden dat ook archeologische sporen uit de Romeinse tijd in het plangebied aanwezig zijn,,,,,,,
12715,Heerlen,170,Pottery,,Romeinse aardewerk,Pottery,,-12,450,claude_text,present,0,"general mention that pottery occurs at the site, not a discrete object",8,Explicitly stated as found but described as intrusive and heavily weathered.,8,date read from the passage,5,Het Romeinse aardewerk is sterk verweerd en dient als intrusief materiaal beschouwd te worden.,,,,,,,
12715,322200,68,Dolium,,Dolium,Dolium,,,,rules+claude_confirmed,present,6,rule candidate; name from ware match,8,rule candidate confirmed present by claude (5c),0,no date stated,5,"Van dit baksel is
een kogelpot met een driehoekig verdikte rand aangetroffen (bg-kog-2) en een
groot wandfragment van een dolium, dat aan de binnenzijde bedekt is met een
groen aankoeksel (bg-pot).",ABR,DOLIUM,dolium aardewerk,DOLIUM,dolium,DOLIUM.DOLIUM,dolium aardewerk:dolium
12715,322200,68,Dolium,,Dolium,Dolium,,,,rules+claude_confirmed,present,6,rule candidate; name from ware match,8,rule candidate confirmed present by claude (5c),0,no date stated,5,"Daarnaast zijn fragmenten van een dolium met een driehoekig
verdikte rand aangetroffen (bg-pot-4).",ABR,DOLIUM,dolium aardewerk,DOLIUM,dolium,DOLIUM.DOLIUM,dolium aardewerk:dolium
12715,322200,68,Globular pottery,,Globular pottery,Globular pottery,,,,rules+claude_confirmed,present,6,rule candidate; name from ware match,8,rule candidate confirmed present by claude (5c),0,no date stated,5,"Van dit baksel is
een kogelpot met een driehoekig verdikte rand aangetroffen (bg-kog-2) en een
groot wandfragment van een dolium, dat aan de binnenzijde bedekt is met een
groen aankoeksel (bg-pot).",,,,,,,
12715,322200,68,Globular pottery,,Globular pottery,Globular pottery,,,,rules+claude_confirmed,present,6,rule candidate; name from ware match,8,rule candidate confirmed present by claude (5c),0,no date stated,5,"Een wijdmondige
kogelpot heeft een afgeplatte rand met een groef bovenop (bg-kog-3;
afb. 3.18).",,,,,,,
12715,322200,67,Siegburg stoneware,,Siegburg stoneware,Siegburg stoneware,,,,rules+claude_confirmed,present,6,rule candidate; name from ware match,8,rule candidate confirmed present by claude (5c),0,no date stated,5,Siegburg,,,,,,,
